feature_a,feature_b,spearman_correlation,abs_spearman_correlation
taker_buy_ratio_24h,eth_ret_168h,0.13675230442559705,0.13675230442559705
ret_1h,dist_low_96h,0.13648719852065475,0.13648719852065475
ret_1h,dist_high_96h,0.13627094451964095,0.13627094451964095
eth_ret_1h,eth_ret_24h,0.13611927832691623,0.13611927832691623
ret_168h,funding_mean_24h,0.13600728758628006,0.13600728758628006
atr_pct_14h,eth_ret_24h,-0.13433040676118696,0.13433040676118696
macd_hist_1h,dist_low_96h,0.13414442233805007,0.13414442233805007
funding_mean_24h,volume,0.13414265461736397,0.13414265461736397
bb_bw_20h,dist_low_168h,0.13361250023904084,0.13361250023904084
ret_3h,ret_96h,0.13354584845207537,0.13354584845207537
ret_96h,lsr_top_level,-0.13302563190234676,0.13302563190234676
vol_6h,dist_low_168h,0.13293865385085996,0.13293865385085996
trades_z_168h,btc_eth_ret_spread_24h,0.13272955914703014,0.13272955914703014
ret_168h,bb_bw_20h,-0.1309610696207467,0.1309610696207467
vol_ratio_6_96,dist_low_24h,0.13091930846526317,0.13091930846526317
dist_high_168h,volume,-0.13012308424581928,0.13012308424581928
funding_std_168h,volume,0.13008371080827963,0.13008371080827963
vol_ratio_6_96,btc_eth_ret_spread_24h,0.1291868582870914,0.1291868582870914
macd_hist_1h,oi_chg_1h,0.1279851396200926,0.1279851396200926
ret_168h,lsr_top_level,-0.12743893744529536,0.12743893744529536
dist_low_24h,volume_z_168h,0.12576741918401907,0.12576741918401907
macd_hist_1h,dist_high_96h,0.1257634178103462,0.1257634178103462
ret_96h,btc_eth_ret_spread_24h,-0.1252751765509818,0.1252751765509818
ret_48h,lsr_top_level,-0.12434852142203667,0.12434852142203667
vol_ratio_6_96,eth_ret_24h,-0.12390361520036244,0.12390361520036244
dist_high_168h,lsr_top_level,-0.12206756836272638,0.12206756836272638
dist_high_96h,oi_chg_1h,0.121997092789329,0.121997092789329
ret_24h,oi_chg_1h,0.12177249722122803,0.12177249722122803
volume_z_168h,btc_eth_ret_spread_24h,0.12084741224493811,0.12084741224493811
dist_high_96h,eth_ret_1h,0.12054571482895127,0.12054571482895127
ret_24h,taker_buy_ratio_1h,0.11984241370581916,0.11984241370581916
ret_24h,eth_ret_1h,0.11921238390258801,0.11921238390258801
dist_low_96h,lsr_top_level,-0.11877386628916484,0.11877386628916484
ret_96h,vol_24h,-0.11801504391247185,0.11801504391247185
dist_high_96h,lsr_top_level,-0.11797976519376323,0.11797976519376323
dist_low_96h,eth_ret_1h,0.11791560785903735,0.11791560785903735
ret_96h,atr_pct_14h,-0.11754071462357356,0.11754071462357356
oi_chg_24h,btc_eth_ret_spread_24h,-0.11720670553576114,0.11720670553576114
macd_hist_1h,eth_ret_1h,0.11677669332642775,0.11677669332642775
dist_low_24h,open,-0.11576126955632035,0.11576126955632035
dist_low_24h,low,-0.11451392347759368,0.11451392347759368
vol_6h,eth_ret_24h,-0.11399029013658098,0.11399029013658098
dist_low_24h,dist_high_168h,0.11388755738691685,0.11388755738691685
ret_168h,vol_6h,-0.1127400201520527,0.1127400201520527
rsi_14h,btc_eth_ret_spread_24h,-0.11160882914723329,0.11160882914723329
dist_high_96h,taker_buy_ratio_1h,0.11144368331894355,0.11144368331894355
dist_low_96h,open,-0.11089524758747595,0.11089524758747595
ret_96h,funding_std_168h,0.11050769343731925,0.11050769343731925
dist_low_96h,lsr_top_chg_24h,-0.10983352530367048,0.10983352530367048
ret_1h,eth_ret_24h,0.10972677558705743,0.10972677558705743
dist_low_96h,low,-0.10965735416381174,0.10965735416381174
dist_low_24h,high,-0.10959292969113738,0.10959292969113738
dist_low_24h,close,-0.1088976721727789,0.1088976721727789
ret_1h,ret_48h,0.10803653089275894,0.10803653089275894
ret_1h,dist_high_168h,0.10758724785430117,0.10758724785430117
dist_low_96h,high,-0.10734954764491615,0.10734954764491615
dist_low_96h,close,-0.10696939138244817,0.10696939138244817
ret_168h,vol_168h,-0.10651174475216225,0.10651174475216225
trades_z_168h,eth_ret_24h,-0.10593669755167139,0.10593669755167139
ret_48h,atr_pct_14h,-0.10573138626157576,0.10573138626157576
macd_hist_1h,taker_buy_ratio_24h,0.10570620437556343,0.10570620437556343
ret_168h,funding_std_168h,0.10548900278349696,0.10548900278349696
ret_48h,funding_std_168h,0.10528917755653473,0.10528917755653473
ret_1h,taker_buy_ratio_24h,0.10504881260477625,0.10504881260477625
ret_3h,ret_168h,0.10490290683499244,0.10490290683499244
ret_6h,eth_ret_168h,0.10475581640693438,0.10475581640693438
ret_1h,dist_low_168h,0.10358403239517455,0.10358403239517455
bb_pctb_20h,btc_eth_ret_spread_24h,-0.10284775725246634,0.10284775725246634
taker_buy_ratio_24h,funding_last,-0.10138495432984164,0.10138495432984164
dist_low_96h,taker_buy_ratio_1h,0.10004552146936753,0.10004552146936753
ret_24h,lsr_top_level,-0.09975624843305514,0.09975624843305514
vol_ratio_6_96,dist_low_96h,-0.09964667923365392,0.09964667923365392
ret_12h,btc_eth_ret_spread_24h,-0.09936515764241012,0.09936515764241012
taker_buy_ratio_1h,eth_ret_24h,0.09928312282730378,0.09928312282730378
dist_high_96h,dow_cos,0.09904320248447895,0.09904320248447895
oi_chg_1h,hour_sin,0.09898583211891566,0.09898583211891566
ret_96h,bb_bw_20h,-0.09889360608048066,0.09889360608048066
ret_48h,eth_ret_1h,0.09873856858232778,0.09873856858232778
taker_buy_ratio_24h,btc_eth_ret_spread_24h,-0.09833669860615678,0.09833669860615678
ret_48h,vol_24h,-0.09800697283102579,0.09800697283102579
vol_24h,eth_ret_24h,-0.09665279111871956,0.09665279111871956
ret_168h,btc_eth_ret_spread_24h,-0.09654089208966045,0.09654089208966045
ret_48h,vol_ratio_6_96,-0.09605996440393362,0.09605996440393362
dist_high_168h,oi_chg_1h,0.09598080667338985,0.09598080667338985
dist_high_168h,eth_ret_1h,0.09585487969196661,0.09585487969196661
volume_z_168h,eth_ret_24h,-0.09528708040792601,0.09528708040792601
ret_48h,taker_buy_ratio_1h,0.0948274477405672,0.0948274477405672
oi_chg_1h,eth_ret_24h,0.09438216785142965,0.09438216785142965
ret_24h,vol_ratio_6_96,-0.09401997537871985,0.09401997537871985
bb_bw_20h,hour_cos,0.09388919144978608,0.09388919144978608
lsr_top_level,lsr_top_chg_24h,0.09291634550449457,0.09291634550449457
dist_low_168h,open,-0.0927720297891991,0.0927720297891991
bb_bw_20h,eth_ret_24h,-0.09273191880263452,0.09273191880263452
eth_ret_168h,low,0.0923134973833184,0.0923134973833184
dist_low_168h,eth_ret_1h,0.09210867201427594,0.09210867201427594
dist_low_168h,low,-0.09193291627656903,0.09193291627656903
eth_ret_168h,close,0.09105262984729379,0.09105262984729379
eth_ret_1h,btc_eth_ret_spread_24h,-0.0901302474554081,0.0901302474554081
dist_low_168h,high,-0.08991513594919641,0.08991513594919641
eth_ret_168h,open,0.08978615214072899,0.08978615214072899
dist_low_168h,close,-0.0897780658210828,0.0897780658210828
dist_high_168h,taker_buy_ratio_1h,0.08959173385076344,0.08959173385076344
dist_high_96h,lsr_top_chg_24h,-0.08945752417053754,0.08945752417053754
eth_ret_168h,high,0.08887727898407892,0.08887727898407892
lsr_top_level,volume,-0.0886598962156643,0.0886598962156643
ret_96h,vol_6h,-0.08833513447644312,0.08833513447644312
ret_48h,bb_bw_20h,-0.08780886996979474,0.08780886996979474
vol_96h,vol_ratio_6_96,-0.08720770206403149,0.08720770206403149
taker_buy_ratio_24h,oi_chg_1h,0.08540082945396749,0.08540082945396749
dist_low_96h,oi_chg_1h,0.08532257383378235,0.08532257383378235
dist_low_168h,btc_eth_ret_spread_24h,-0.08511127142180003,0.08511127142180003
ret_48h,oi_chg_1h,0.08504063713718032,0.08504063713718032
vol_96h,btc_eth_ret_spread_24h,0.08426418187889632,0.08426418187889632
ret_24h,atr_pct_14h,-0.08169521929359362,0.08169521929359362
ret_48h,vol_6h,-0.08150455947400224,0.08150455947400224
ret_168h,dist_low_24h,0.08112339397300435,0.08112339397300435
dist_low_96h,btc_eth_ret_spread_24h,-0.08109479371895899,0.08109479371895899
oi_chg_24h,lsr_top_level,-0.08107643416139221,0.08107643416139221
taker_buy_ratio_24h,eth_ret_1h,0.0808531772777297,0.0808531772777297
eth_ret_168h,volume,-0.07959902724228715,0.07959902724228715
ret_12h,lsr_top_level,-0.07868145707815828,0.07868145707815828
ret_96h,vol_96h,-0.07798002998046591,0.07798002998046591
dist_low_168h,taker_buy_ratio_1h,0.07782372275997043,0.07782372275997043
vol_ratio_6_96,rsi_14h,-0.07755924068271189,0.07755924068271189
ret_1h,oi_chg_24h,0.0771934160108674,0.0771934160108674
taker_buy_ratio_24h,funding_std_168h,0.07707228059148619,0.07707228059148619
rsi_14h,lsr_top_level,-0.07644258126363163,0.07644258126363163
eth_ret_24h,volume,-0.07589161317434867,0.07589161317434867
ret_96h,funding_last,0.07517295708130665,0.07517295708130665
taker_buy_ratio_24h,open,-0.07484429625846142,0.07484429625846142
vol_ratio_6_96,dist_low_168h,-0.07411545104375927,0.07411545104375927
taker_buy_ratio_24h,high,-0.07381689196024696,0.07381689196024696
ret_3h,eth_ret_168h,0.07358990371995161,0.07358990371995161
lsr_top_level,eth_ret_168h,-0.07297161625774208,0.07297161625774208
dist_high_96h,trades_z_168h,-0.07290763925639293,0.07290763925639293
funding_last,oi_chg_24h,0.07245667311840835,0.07245667311840835
taker_buy_ratio_24h,close,-0.07236638780527248,0.07236638780527248
ret_1h,ret_96h,0.07227208503222791,0.07227208503222791
taker_buy_ratio_24h,low,-0.07226799942662807,0.07226799942662807
atr_pct_14h,oi_chg_24h,-0.07174805234078199,0.07174805234078199
dist_high_24h,funding_std_168h,-0.0713846557444628,0.0713846557444628
taker_buy_ratio_1h,oi_chg_24h,0.07132424830751702,0.07132424830751702
ret_168h,low,0.07069631202898648,0.07069631202898648
bb_pctb_20h,trades_z_168h,-0.07065213422252006,0.07065213422252006
ret_24h,funding_std_168h,0.07060432755453634,0.07060432755453634
ret_96h,eth_ret_1h,0.07049503198105896,0.07049503198105896
ret_168h,close,0.07006589618490963,0.07006589618490963
bb_pctb_20h,lsr_top_level,-0.06997449567240246,0.06997449567240246
rsi_14h,trades_z_168h,-0.06920680021574029,0.06920680021574029
macd_hist_1h,dist_low_168h,0.06911712964110454,0.06911712964110454
macd_hist_1h,dist_high_168h,0.06845326399343644,0.06845326399343644
ret_168h,open,0.06839609781472716,0.06839609781472716
trades_z_168h,dow_cos,0.06836307789610338,0.06836307789610338
lsr_top_level,eth_ret_24h,-0.06814744164890403,0.06814744164890403
ret_168h,high,0.06814665512019578,0.06814665512019578
vol_24h,funding_mean_24h,0.06760124225808091,0.06760124225808091
trades_z_168h,funding_last,0.06742117394210884,0.06742117394210884
ret_3h,lsr_top_chg_24h,-0.06697931689924326,0.06697931689924326
vol_ratio_6_96,bb_pctb_20h,-0.06684180301393905,0.06684180301393905
ret_96h,taker_buy_ratio_1h,0.06623486520894169,0.06623486520894169
oi_chg_24h,eth_ret_1h,0.06569809758277045,0.06569809758277045
ret_24h,trades_z_168h,-0.06546843221420452,0.06546843221420452
dist_low_168h,oi_chg_1h,0.06524005473323734,0.06524005473323734
atr_pct_14h,funding_mean_24h,0.0644453055844544,0.0644453055844544
ret_24h,vol_6h,-0.06406941174125763,0.06406941174125763
vol_6h,funding_last,0.06385057715225297,0.06385057715225297
ret_12h,vol_ratio_6_96,-0.06354239910937538,0.06354239910937538
ret_48h,trades_z_168h,-0.06317434083071996,0.06317434083071996
vol_24h,funding_last,0.06301010902662085,0.06301010902662085
dist_high_168h,funding_last,0.06298319064463638,0.06298319064463638
rsi_14h,atr_pct_14h,-0.06294792959275945,0.06294792959275945
oi_chg_1h,hour_cos,-0.06266387331325829,0.06266387331325829
atr_pct_14h,hour_sin,-0.06247061286871151,0.06247061286871151
ret_12h,trades_z_168h,-0.06232897460463432,0.06232897460463432
bb_pctb_20h,volume_z_168h,-0.06181176430752382,0.06181176430752382
rsi_14h,volume_z_168h,-0.06061225151555372,0.06061225151555372
dist_high_96h,volume_z_168h,-0.06020733323391043,0.06020733323391043
ret_48h,volume_z_168h,-0.060204811855248515,0.060204811855248515
dist_low_168h,lsr_top_chg_24h,-0.06005221766814886,0.06005221766814886
atr_pct_14h,funding_last,0.059999250793260475,0.059999250793260475
eth_ret_1h,eth_ret_168h,0.05990192912418779,0.05990192912418779
vol_ratio_6_96,hour_cos,0.059848625385576795,0.059848625385576795
trades_z_168h,funding_mean_24h,0.05978270915923322,0.05978270915923322
vol_6h,rsi_14h,-0.05947135283124708,0.05947135283124708
vol_6h,dow_cos,0.059441669154429805,0.059441669154429805
volume_z_168h,dow_cos,0.059394369841077564,0.059394369841077564
bb_pctb_20h,atr_pct_14h,-0.05881717959018983,0.05881717959018983
volume_z_168h,funding_last,0.05848249707698809,0.05848249707698809
ret_1h,ret_168h,0.05836135457864165,0.05836135457864165
dist_low_168h,volume_z_168h,-0.057926514464661724,0.057926514464661724
ret_168h,eth_ret_1h,0.057920751838839775,0.057920751838839775
vol_24h,dow_cos,-0.05779522525302843,0.05779522525302843
ret_24h,volume_z_168h,-0.057674884811083675,0.057674884811083675
ret_48h,lsr_top_chg_24h,-0.056386521986901854,0.056386521986901854
vol_6h,funding_mean_24h,0.056356119256884475,0.056356119256884475
dist_low_24h,funding_mean_24h,0.05565371984193693,0.05565371984193693
ret_96h,oi_chg_1h,0.055649340211045506,0.055649340211045506
ret_12h,volume_z_168h,-0.05555611526120138,0.05555611526120138
macd_hist_1h,taker_buy_ratio_1h,0.05532679340791472,0.05532679340791472
vol_6h,hour_cos,0.05506924100582752,0.05506924100582752
dist_high_24h,lsr_top_level,-0.05477216636815331,0.05477216636815331
vol_168h,vol_ratio_6_96,-0.05473652303590405,0.05473652303590405
dist_high_24h,dow_cos,0.05470627038911049,0.05470627038911049
dist_low_24h,lsr_top_level,-0.05460794802832608,0.05460794802832608
vol_168h,btc_eth_ret_spread_24h,0.05410051665280863,0.05410051665280863
ret_6h,lsr_top_level,-0.05391660731087462,0.05391660731087462
dow_cos,volume,0.053755183556523194,0.053755183556523194
ret_96h,funding_mean_24h,0.05289712063938523,0.05289712063938523
ret_96h,low,0.05234172482018607,0.05234172482018607
vol_6h,bb_pctb_20h,-0.051947412871828295,0.051947412871828295
ret_96h,close,0.05187006781726578,0.05187006781726578
dist_high_168h,funding_mean_24h,0.05179953825581244,0.05179953825581244
funding_std_168h,btc_eth_ret_spread_24h,0.05164307237487944,0.05164307237487944
dist_low_24h,funding_last,0.05120547226717848,0.05120547226717848
ret_96h,high,0.049914537294823376,0.049914537294823376
vol_ratio_6_96,lsr_top_chg_24h,0.049845380927629,0.049845380927629
ret_96h,open,0.049704712595311104,0.049704712595311104
volume_z_168h,eth_ret_168h,-0.04958896610819276,0.04958896610819276
vol_ratio_6_96,funding_last,0.04956832529451295,0.04956832529451295
volume_z_168h,funding_mean_24h,0.04944415773550353,0.04944415773550353
ret_96h,vol_ratio_6_96,-0.04934888519303104,0.04934888519303104
eth_ret_24h,dow_cos,0.04901919804394111,0.04901919804394111
ret_3h,trades_z_168h,-0.04896777895108964,0.04896777895108964
vol_24h,oi_chg_24h,-0.04872800781656721,0.04872800781656721
ret_6h,trades_z_168h,-0.048660842968536434,0.048660842968536434
ret_168h,oi_chg_1h,0.04808624162920275,0.04808624162920275
ret_6h,btc_eth_ret_spread_24h,-0.04750913722240992,0.04750913722240992
ret_168h,taker_buy_ratio_1h,0.04731976253805825,0.04731976253805825
ret_96h,volume_z_168h,-0.04710800689112415,0.04710800689112415
trades_z_168h,eth_ret_168h,-0.04683656255492785,0.04683656255492785
dist_low_96h,dow_cos,-0.04669587469507581,0.04669587469507581
dist_high_168h,trades_z_168h,-0.04657652500230713,0.04657652500230713
dist_low_168h,funding_last,0.046277062100382606,0.046277062100382606
vol_ratio_6_96,oi_chg_24h,-0.046259555276897846,0.046259555276897846
dist_low_168h,trades_z_168h,-0.046142324813248835,0.046142324813248835
vol_168h,lsr_top_chg_24h,-0.04606724207347579,0.04606724207347579
vol_24h,macd_hist_1h,0.04606416300550382,0.04606416300550382
vol_ratio_6_96,dist_high_96h,-0.045520582687107285,0.045520582687107285
bb_pctb_20h,volume,-0.045486026689613275,0.045486026689613275
dist_high_96h,funding_std_168h,-0.04534851442608105,0.04534851442608105
ret_3h,volume_z_168h,-0.044526714818479717,0.044526714818479717
vol_ratio_6_96,funding_mean_24h,0.04377163117007251,0.04377163117007251
taker_buy_ratio_1h,lsr_top_level,-0.04356637146443443,0.04356637146443443
ret_96h,trades_z_168h,-0.04346641910495198,0.04346641910495198
vol_6h,oi_chg_24h,-0.043373808028070227,0.043373808028070227
macd_hist_1h,trades_z_168h,-0.04310562362574545,0.04310562362574545
funding_last,eth_ret_24h,0.04308479392185556,0.04308479392185556
taker_buy_ratio_1h,funding_mean_24h,-0.04288492252778639,0.04288492252778639
ret_6h,volume_z_168h,-0.04261337405998645,0.04261337405998645
vol_96h,funding_mean_24h,0.04257903622364789,0.04257903622364789
taker_buy_ratio_1h,funding_last,-0.0423476222697459,0.0423476222697459
ret_12h,funding_std_168h,0.04230758128717394,0.04230758128717394
vol_168h,funding_last,0.04215867311803229,0.04215867311803229
vol_96h,funding_last,0.04213974185863616,0.04213974185863616
ret_1h,eth_ret_168h,0.04154228694629031,0.04154228694629031
funding_mean_24h,oi_chg_24h,0.041484560568818815,0.041484560568818815
rsi_14h,volume,-0.04134284466057791,0.04134284466057791
eth_ret_24h,low,0.04064833768885978,0.04064833768885978
vol_96h,lsr_top_chg_24h,-0.0406169014939077,0.0406169014939077
macd_hist_1h,btc_eth_ret_spread_24h,-0.04051146063119459,0.04051146063119459
ret_12h,vol_6h,-0.040398823361255505,0.040398823361255505
eth_ret_24h,close,0.040276290478434416,0.040276290478434416
rsi_14h,funding_std_168h,0.04018724740250587,0.04018724740250587
dist_low_96h,funding_last,0.03969784691759275,0.03969784691759275
funding_mean_24h,dow_sin,0.039499958050582325,0.039499958050582325
vol_168h,lsr_top_level,-0.0391769741422724,0.0391769741422724
dist_high_168h,volume_z_168h,-0.03893943947937022,0.03893943947937022
lsr_top_chg_24h,dow_sin,0.03868153102932781,0.03868153102932781
funding_last,dow_sin,0.038040010715184966,0.038040010715184966
macd_hist_1h,bb_bw_20h,0.03801769739321142,0.03801769739321142
eth_ret_24h,high,0.037712453860390675,0.037712453860390675
dist_high_168h,lsr_top_chg_24h,-0.0371934740411028,0.0371934740411028
ret_48h,low,0.03715147203037201,0.03715147203037201
ret_24h,dow_cos,0.03705191294146839,0.03705191294146839
ret_48h,close,0.03693715432559963,0.03693715432559963
eth_ret_24h,open,0.036774798153035075,0.036774798153035075
lsr_top_chg_24h,eth_ret_168h,0.03675318244281657,0.03675318244281657
ret_168h,volume_z_168h,-0.03670302322517038,0.03670302322517038
ret_12h,atr_pct_14h,-0.03662153418794256,0.03662153418794256
trades_z_168h,lsr_top_chg_24h,0.036459319802357976,0.036459319802357976
vol_168h,funding_mean_24h,0.03620306280171354,0.03620306280171354
macd_hist_1h,volume_z_168h,-0.03601282705355865,0.03601282705355865
vol_ratio_6_96,dist_high_168h,-0.034800658483592324,0.034800658483592324
ret_48h,dow_cos,0.034712599519849584,0.034712599519849584
ret_48h,high,0.03468258592776453,0.03468258592776453
bb_bw_20h,funding_mean_24h,0.03462894653905781,0.03462894653905781
btc_eth_ret_spread_24h,dow_cos,-0.033946450688024835,0.033946450688024835
macd_hist_1h,volume,-0.0337286058980368,0.0337286058980368
oi_chg_24h,dow_cos,0.03371263167324645,0.03371263167324645
ret_48h,open,0.033699101480947964,0.033699101480947964
dist_low_96h,volume_z_168h,-0.03366538094932186,0.03366538094932186
ret_96h,dow_sin,0.03357991314500834,0.03357991314500834
ret_6h,funding_std_168h,0.03347971763817753,0.03347971763817753
vol_96h,dow_sin,-0.03344735803278958,0.03344735803278958
ret_168h,lsr_top_chg_24h,0.033427121046837094,0.033427121046837094
vol_96h,trades_z_168h,0.03315962464454816,0.03315962464454816
funding_std_168h,lsr_top_chg_24h,-0.03298245690669458,0.03298245690669458
vol_ratio_6_96,oi_chg_1h,-0.03289446906717774,0.03289446906717774
ret_24h,close,0.0326614627757873,0.0326614627757873
bb_pctb_20h,funding_std_168h,0.032643875542204694,0.032643875542204694
btc_eth_ret_spread_24h,low,-0.03257768379500467,0.03257768379500467
trades_z_168h,lsr_top_level,0.032577431634912134,0.032577431634912134
dist_low_24h,hour_sin,0.032456175039690595,0.032456175039690595
bb_bw_20h,funding_last,0.032452677967431794,0.032452677967431794
ret_24h,low,0.032365806155401196,0.032365806155401196
ret_96h,macd_hist_1h,-0.03224703814634547,0.03224703814634547
vol_168h,volume_z_168h,-0.031972365357095966,0.031972365357095966
funding_last,low,-0.0319177910685065,0.0319177910685065
oi_chg_1h,eth_ret_168h,0.03189111707834679,0.03189111707834679
taker_buy_ratio_1h,open,-0.03173882181456833,0.03173882181456833
ret_48h,funding_last,0.03149664079334025,0.03149664079334025
dist_high_24h,funding_mean_24h,-0.03131434609448385,0.03131434609448385
volume_z_168h,lsr_top_chg_24h,0.031307085351771693,0.031307085351771693
btc_eth_ret_spread_24h,close,-0.031036618402675284,0.031036618402675284
ret_3h,volume,-0.030963309079939445,0.030963309079939445
dist_high_96h,funding_last,0.03093534186993471,0.03093534186993471
funding_last,close,-0.030867065973084952,0.030867065973084952
ret_24h,vol_24h,-0.030866257344348107,0.030866257344348107
dist_low_168h,dow_cos,0.030843140349002787,0.030843140349002787
funding_mean_24h,eth_ret_24h,0.030790445053983245,0.030790445053983245
volume_z_168h,eth_ret_1h,-0.030702971136575996,0.030702971136575996
ret_12h,volume,-0.03068807621149902,0.03068807621149902
funding_last,open,-0.030668794974963918,0.030668794974963918
taker_buy_ratio_1h,eth_ret_168h,0.030586209229025472,0.030586209229025472
vol_168h,trades_z_168h,-0.030562317923010292,0.030562317923010292
btc_eth_ret_spread_24h,open,-0.03052309375644778,0.03052309375644778
dist_low_96h,funding_mean_24h,0.03043232590963946,0.03043232590963946
ret_168h,trades_z_168h,-0.030214084539145914,0.030214084539145914
funding_last,high,-0.030181530412302763,0.030181530412302763
ret_24h,high,0.030020550911543636,0.030020550911543636
btc_eth_ret_spread_24h,high,-0.02961671011414288,0.02961671011414288
funding_std_168h,low,-0.029542837102869136,0.029542837102869136
dist_low_168h,funding_mean_24h,0.029406800651226382,0.029406800651226382
trades_z_168h,eth_ret_1h,-0.029187677966663387,0.029187677966663387
dist_high_168h,funding_std_168h,-0.028655743344010744,0.028655743344010744
ret_24h,open,0.02835954308349401,0.02835954308349401
taker_buy_ratio_24h,dow_cos,0.02825413944983603,0.02825413944983603
ret_24h,volume,-0.028153762828480255,0.028153762828480255
ret_24h,bb_bw_20h,-0.028111934251211158,0.028111934251211158
volume_z_168h,funding_std_168h,-0.027838636496372946,0.027838636496372946
volume_z_168h,lsr_top_level,0.027758688333583983,0.027758688333583983
rsi_14h,close,0.02754685642265116,0.02754685642265116
macd_hist_1h,lsr_top_level,-0.02744999112368621,0.02744999112368621
funding_std_168h,open,-0.02742836355601712,0.02742836355601712
vol_6h,oi_chg_1h,-0.027341376322698164,0.027341376322698164
taker_buy_ratio_24h,dow_sin,0.02732897587850566,0.02732897587850566
vol_ratio_6_96,eth_ret_168h,-0.02730602244274514,0.02730602244274514
ret_3h,lsr_top_level,-0.02726549713266465,0.02726549713266465
atr_pct_14h,taker_buy_ratio_24h,-0.027175585422737132,0.027175585422737132
funding_std_168h,close,-0.027096217199687883,0.027096217199687883
ret_6h,volume,-0.027070756364838255,0.027070756364838255
ret_6h,vol_ratio_6_96,-0.02704276014516869,0.02704276014516869
funding_mean_24h,low,-0.027010065324379013,0.027010065324379013
rsi_14h,low,0.026559917471386647,0.026559917471386647
vol_96h,eth_ret_24h,-0.02650065697857456,0.02650065697857456
dist_low_168h,dow_sin,0.026467409793029213,0.026467409793029213
bb_pctb_20h,close,0.02611692372619081,0.02611692372619081
bb_pctb_20h,dow_sin,-0.026092013832715925,0.026092013832715925
macd_hist_1h,dow_sin,-0.02600774450694557,0.02600774450694557
funding_mean_24h,close,-0.02592866968126718,0.02592866968126718
ret_168h,vol_ratio_6_96,-0.02585456673202142,0.02585456673202142
funding_std_168h,eth_ret_24h,0.02584681613539481,0.02584681613539481
ret_3h,btc_eth_ret_spread_24h,-0.025834335279490396,0.025834335279490396
funding_mean_24h,open,-0.02582267981122059,0.02582267981122059
funding_std_168h,oi_chg_24h,0.025749850660351133,0.025749850660351133
funding_last,dow_cos,0.025551252631907953,0.025551252631907953
taker_buy_ratio_1h,hour_sin,-0.02548133679956846,0.02548133679956846
funding_mean_24h,high,-0.02536420327259694,0.02536420327259694
dist_low_24h,dow_cos,-0.025348061519830913,0.025348061519830913
atr_pct_14h,oi_chg_1h,-0.02531658960143293,0.02531658960143293
eth_ret_1h,volume,-0.02528110012548966,0.02528110012548966
ret_3h,funding_std_168h,0.025104279600165463,0.025104279600165463
funding_std_168h,high,-0.02510294207508238,0.02510294207508238
taker_buy_ratio_1h,btc_eth_ret_spread_24h,-0.024990796372082177,0.024990796372082177
ret_48h,macd_hist_1h,0.02484652859829441,0.02484652859829441
vol_96h,oi_chg_24h,-0.024829838159037786,0.024829838159037786
vol_24h,lsr_top_chg_24h,0.024633703797996984,0.024633703797996984
btc_eth_ret_spread_24h,dow_sin,0.024428791995360518,0.024428791995360518
lsr_top_chg_24h,dow_cos,0.024414255698056265,0.024414255698056265
ret_12h,vol_168h,0.024378905974066035,0.024378905974066035
rsi_14h,high,0.024375167899750562,0.024375167899750562
ret_24h,funding_last,0.02419200876025336,0.02419200876025336
oi_chg_1h,open,-0.02414298282671824,0.02414298282671824
macd_hist_1h,funding_last,-0.02409306413954333,0.02409306413954333
dist_low_96h,trades_z_168h,-0.023935299082717312,0.023935299082717312
taker_buy_ratio_1h,low,-0.023856072691436372,0.023856072691436372
taker_buy_ratio_1h,high,-0.023853569368334493,0.023853569368334493
ret_24h,vol_168h,0.023797591279409037,0.023797591279409037
dist_high_24h,funding_last,-0.02371732197017047,0.02371732197017047
bb_pctb_20h,low,0.023642668618802473,0.023642668618802473
vol_ratio_6_96,macd_hist_1h,-0.023587591167756623,0.023587591167756623
dist_low_96h,dow_sin,-0.02351598769892868,0.02351598769892868
ret_48h,volume,-0.023202540875297255,0.023202540875297255
ret_48h,dow_sin,0.022821575194429677,0.022821575194429677
funding_std_168h,dow_cos,0.022668112222171043,0.022668112222171043
dist_high_96h,dow_sin,0.022603412973967434,0.022603412973967434
rsi_14h,open,0.021746501580708757,0.021746501580708757
vol_96h,volume_z_168h,0.021628857393619437,0.021628857393619437
ret_168h,macd_hist_1h,-0.021420658178123823,0.021420658178123823
bb_pctb_20h,high,0.021417348427866773,0.021417348427866773
funding_last,hour_cos,-0.02083496136193866,0.02083496136193866
dist_high_168h,dow_cos,0.020804636926288526,0.020804636926288526
rsi_14h,dow_sin,-0.020768209627548072,0.020768209627548072
oi_chg_1h,lsr_top_chg_24h,-0.020439496651643966,0.020439496651643966
ret_96h,vol_168h,-0.02043106048292507,0.02043106048292507
trades_z_168h,funding_std_168h,-0.01989852743641412,0.01989852743641412
macd_hist_1h,hour_sin,0.01958626575071339,0.01958626575071339
ret_12h,close,0.01955552961912709,0.01955552961912709
bb_bw_20h,oi_chg_24h,0.019413424244297716,0.019413424244297716
vol_6h,lsr_top_chg_24h,0.019316404080407405,0.019316404080407405
funding_last,oi_chg_1h,0.01897654153766408,0.01897654153766408
taker_buy_ratio_1h,funding_std_168h,0.018927273514368063,0.018927273514368063
taker_buy_ratio_24h,lsr_top_chg_24h,-0.018658568751196706,0.018658568751196706
ret_12h,low,0.018321307298466413,0.018321307298466413
