feature_a,feature_b,spearman_correlation,abs_spearman_correlation
rsi,vwap_dist_24,0.9092120829494197,0.9092120829494197
eth_btc_ratio_change,eth_btc_beta_residual_z,0.9036215264160292,0.9036215264160292
trades,taker_buy_quote,0.901218025771394,0.901218025771394
bb_width_pct_rank_288,compression_score,-0.8930595527654852,0.8930595527654852
mtf_trend_1h,kalman_velocity,0.8927488171046559,0.8927488171046559
cvp_volume_imbalance,mean_reversion_z,-0.8926098058029881,0.8926098058029881
volume,taker_buy_quote,0.8899872344577548,0.8899872344577548
atr_pct_rank_288,compression_score,-0.8868904160352539,0.8868904160352539
rsi,mtf_trend_1h,0.8842449661914995,0.8842449661914995
quote_volume,taker_buy_base,0.8825174662988303,0.8825174662988303
trades,taker_buy_base,0.8811629837466513,0.8811629837466513
realized_vol_ratio,garch_vol_z,0.8794978636851871,0.8794978636851871
volatility_z,compression_score,-0.8775080931128217,0.8775080931128217
bb_width_z,bb_width_pct_rank_288,0.8773259868395933,0.8773259868395933
cvd_48,cvd_breakout_z,0.873560846100229,0.873560846100229
price_cvd_divergence,vwap_dist_96,0.8663700701817617,0.8663700701817617
breakout_strength,vwap_dist_96,0.8663197669152197,0.8663197669152197
cvp_volume_imbalance,fibonacci_level,0.8648551981576752,0.8648551981576752
kalman_velocity,vwap_dist_24,0.8569075013573776,0.8569075013573776
volatility_z,garch_vol_z,0.8556051108959666,0.8556051108959666
cvp_volume_imbalance,volume_profile_signal,-0.8526131822465111,0.8526131822465111
cvp_volume_imbalance,vwap_dist_288,0.8521285595093433,0.8521285595093433
atr_pct_rank_288,garch_vol_z,0.8521272444573628,0.8521272444573628
macd_hist,kalman_velocity,0.8507492913276256,0.8507492913276256
cvp_volume_imbalance,vwap_dist_96,0.8463121519748517,0.8463121519748517
hurst_48,regime_trending,0.8439213884044185,0.8439213884044185
breakout_strength,distance_to_day_high_low_pct,0.8431522345055386,0.8431522345055386
vwap_dist_96,anchored_vwap_session_dist,0.8420774919011732,0.8420774919011732
breakout_strength,anchored_vwap_session_dist,0.8386871773729706,0.8386871773729706
cvp_volume_imbalance,anchored_vwap_session_dist,0.8367362179313491,0.8367362179313491
mean_reversion_z,breakout_strength,-0.834084185438146,0.834084185438146
log_return,compression_release_down,-0.8339107981436187,0.8339107981436187
log_return,compression_release_up,0.8331601628839632,0.8331601628839632
turtle_signal,mean_reversion_z,-0.8327861696628964,0.8327861696628964
compression_release_down,jump_z,-0.8315178852744411,0.8315178852744411
compression_release_up,jump_z,0.830433090011272,0.830433090011272
breakout_strength,regime_persistence,0.8277774248884708,0.8277774248884708
wick_ratio,amihud_illiquidity_z,-0.8275230654708357,0.8275230654708357
cvp_volume_imbalance,distance_to_day_high_low_pct,0.8260521014919499,0.8260521014919499
mtf_trend_4h,price_cvd_divergence,0.8237583302600122,0.8237583302600122
quote_volume_btc,btc_volume_impulse_z,0.8237388633458131,0.8237388633458131
hma_slope,mtf_trend_1h,0.8195855370746278,0.8195855370746278
volume_btc,btc_volume_impulse_z,0.8175200842908005,0.8175200842908005
breakout_strength,fibonacci_level,0.8173246459555812,0.8173246459555812
bb_width,parkinson_vol,0.815013108044764,0.815013108044764
compression_release_down,funding_oi_divergence,0.814851583460647,0.814851583460647
compression_release_up,funding_oi_divergence,-0.813883913918836,0.813883913918836
compression_score,garch_vol_z,-0.8129259992845443,0.8129259992845443
sum_open_interest_value,sum_toptrader_long_short_ratio,0.8073672480048527,0.8073672480048527
rsi,kalman_velocity,0.8053760781030916,0.8053760781030916
vwap_dist_96,distance_to_day_high_low_pct,0.8011778632945277,0.8011778632945277
cvp_poc_dist,cvp_volume_imbalance,0.8010243515155038,0.8010243515155038
jump_flag,evt_excess_z,0.7980991677390883,0.7980991677390883
breakout_strength,volume_profile_signal,-0.79803958685317,0.79803958685317
cvp_volume_imbalance,regime_persistence,0.7977953196051522,0.7977953196051522
log_return,eth_btc_ratio_change,0.7970894987914326,0.7970894987914326
bb_width,garman_klass_vol,0.7966098632679625,0.7966098632679625
breakout_strength,vwap_dist_288,0.7956606861898509,0.7956606861898509
price_cvd_divergence,eth_btc_ret_spread_48,0.7947928700433723,0.7947928700433723
macd_hist,hma_slope,0.7947755242647,0.7947755242647
mtf_trend_4h,cvp_volume_imbalance,0.7945834983540517,0.7945834983540517
turtle_signal,fibonacci_level,0.7937415095752695,0.7937415095752695
compression_release_up,compression_release_down,-0.7931691389864873,0.7931691389864873
turtle_signal,volume_profile_signal,-0.7930947554700427,0.7930947554700427
turtle_signal,vwap_dist_288,0.7925961368989535,0.7925961368989535
jump_flag,evt_tail_flag,0.791993260444822,0.791993260444822
mtf_trend_4h,vwap_dist_24,0.7919405688416027,0.7919405688416027
mtf_trend_4h,breakout_strength,0.7909198159014975,0.7909198159014975
taker_acceleration,ofi_acceleration,0.7877343343920122,0.7877343343920122
mtf_trend_4h,anchored_vwap_session_dist,0.78496817809542,0.78496817809542
eth_btc_ratio_change,jump_z,0.7841087418613257,0.7841087418613257
mean_reversion_z,anchored_vwap_session_dist,-0.780817844203749,0.780817844203749
eth_btc_ratio_change,funding_oi_divergence,-0.7805199889054409,0.7805199889054409
bb_width,rogers_satchell_vol,0.7803974370435146,0.7803974370435146
realized_vol_ratio,atr_pct_rank_288,0.7784033369424395,0.7784033369424395
volatility_z,realized_vol_ratio,0.7773851999449417,0.7773851999449417
mtf_trend_4h,distance_to_day_high_low_pct,0.7771257946767542,0.7771257946767542
bb_width,bb_width_pct_rank_288,0.7740073525068094,0.7740073525068094
count_long_short_ratio,whale_retail_ratio,-0.7671126074967088,0.7671126074967088
cvp_poc_dist,breakout_strength,0.7651533667090672,0.7651533667090672
last_funding_rate,short_squeeze_risk,-0.7579257067829003,0.7579257067829003
volume_profile_signal,anchored_vwap_session_dist,-0.7557518740954308,0.7557518740954308
rsi,vwap_dist_96,0.754721239107531,0.754721239107531
vwap_dist_288,anchored_vwap_session_dist,0.7533424691545393,0.7533424691545393
sum_toptrader_long_short_ratio,close_btc,0.7528148842526211,0.7528148842526211
low,sum_open_interest_value,0.7511130101407595,0.7511130101407595
open,sum_open_interest_value,0.7509830251225719,0.7509830251225719
close,sum_open_interest_value,0.7509464600553907,0.7509464600553907
high,sum_open_interest_value,0.7508094547116586,0.7508094547116586
cvp_volume_imbalance,turtle_signal,0.7504328011463627,0.7504328011463627
squeeze_power,short_squeeze_risk,-0.7490350897962319,0.7490350897962319
amihud_illiquidity_z,liquidity_vacuum,0.747435939198364,0.747435939198364
fibonacci_level,anchored_vwap_session_dist,0.7472475583231092,0.7472475583231092
mtf_trend_1h,mtf_trend_4h,0.7440683217977562,0.7440683217977562
mean_reversion_z,distance_to_day_high_low_pct,-0.7408739784106859,0.7408739784106859
realized_vol_ratio,compression_score,-0.7402745221573683,0.7402745221573683
log_return,btc_ret_1,0.7388689178593936,0.7388689178593936
macd_hist,vwap_dist_24,0.736183331120892,0.736183331120892
bb_width_z,compression_score,-0.7346021814260242,0.7346021814260242
mean_reversion_z,regime_persistence,-0.7339844631114959,0.7339844631114959
btc_ret_1,jump_z,0.7338963945136884,0.7338963945136884
fibonacci_level,distance_to_day_high_low_pct,0.7325363621284704,0.7325363621284704
breakout_strength,price_cvd_divergence,0.7319484998512072,0.7319484998512072
cvp_volume_imbalance,price_cvd_divergence,0.7295983295589522,0.7295983295589522
trade_intensity,big_trade_ratio,-0.7278605260713299,0.7278605260713299
last_funding_rate,funding_pressure,0.7272678532483864,0.7272678532483864
btc_ret_z_48,jump_z,0.7265401003785102,0.7265401003785102
btc_ret_1,funding_oi_divergence,-0.7236046700466174,0.7236046700466174
macd_hist,mtf_trend_1h,0.7226871210239795,0.7226871210239795
mean_reversion_z,vwap_dist_96,-0.7221102708282532,0.7221102708282532
cvp_poc_dist,vwap_dist_96,0.7209106246364464,0.7209106246364464
price_cvd_divergence,anchored_vwap_session_dist,0.7206795003088765,0.7206795003088765
log_return,btc_ret_z_48,0.71854535956178,0.71854535956178
funding_roc_288,funding_z_score,0.7169667560487112,0.7169667560487112
funding_roc_288,ou_funding_z,0.7169364466140039,0.7169364466140039
eth_btc_ret_spread_12,vwap_dist_24,0.7164110493644376,0.7164110493644376
eth_btc_ret_spread_48,vwap_dist_96,0.7124745574268486,0.7124745574268486
hma_slope,vwap_dist_24,0.7104169953951291,0.7104169953951291
funding_price_divergence,vwap_dist_24,0.7072946412082292,0.7072946412082292
btc_ret_z_48,funding_oi_divergence,-0.7041362536057875,0.7041362536057875
rsi,funding_price_divergence,0.7035927459379073,0.7035927459379073
anchored_vwap_session_dist,regime_persistence,0.7034458905083909,0.7034458905083909
quote_volume,quote_volume_btc,0.702760767282281,0.702760767282281
low,sum_toptrader_long_short_ratio,0.7011438682883642,0.7011438682883642
vwap_dist_288,regime_persistence,0.7009452818994382,0.7009452818994382
open,sum_toptrader_long_short_ratio,0.7009288396756951,0.7009288396756951
close,sum_toptrader_long_short_ratio,0.7009074761500668,0.7009074761500668
fibonacci_level,regime_persistence,0.7008676647840757,0.7008676647840757
high,sum_toptrader_long_short_ratio,0.7006677353767593,0.7006677353767593
rsi,distance_to_day_high_low_pct,0.7002558533133247,0.7002558533133247
volume_profile_signal,regime_persistence,-0.6999490694847873,0.6999490694847873
bb_width_pct_rank_288,garch_vol_z,0.6997721098741908,0.6997721098741908
squeeze_power,funding_pressure,0.6994442038479016,0.6994442038479016
vwap_dist_96,regime_persistence,0.6993694664476422,0.6993694664476422
funding_price_divergence,kalman_velocity,0.6991045454545736,0.6991045454545736
volume_profile_signal,distance_to_day_high_low_pct,-0.6990885149386198,0.6990885149386198
kalman_velocity,eth_btc_ret_spread_12,0.6974017022427418,0.6974017022427418
bb_width,compression_score,-0.6945507001667861,0.6945507001667861
trades,quote_volume_btc,0.6936109289895076,0.6936109289895076
bb_width_pct_rank_288,atr_pct_rank_288,0.6933020303244835,0.6933020303244835
volume_profile_signal,vwap_dist_96,-0.6929916763845939,0.6929916763845939
net_taker_ratio,taker_acceleration,0.6917572924838779,0.6917572924838779
volatility_z,bb_width_pct_rank_288,0.6915690715256726,0.6915690715256726
turtle_signal,breakout_strength,0.690298685466119,0.690298685466119
volume,quote_volume_btc,0.687277628455961,0.687277628455961
vwap_dist_288,distance_to_day_high_low_pct,0.6865529544492447,0.6865529544492447
taker_buy_quote,quote_volume_btc,0.6864606730774299,0.6864606730774299
mtf_trend_4h,eth_btc_ret_spread_48,0.6844956303330556,0.6844956303330556
bb_width,bb_width_z,0.6837371599100491,0.6837371599100491
price_cvd_divergence,distance_to_day_high_low_pct,0.6822274666434713,0.6822274666434713
fibonacci_level,vwap_dist_96,0.6815144227946854,0.6815144227946854
vwap_dist_96,vwap_dist_288,0.6800597520832614,0.6800597520832614
mtf_trend_1h,funding_price_divergence,0.6759112540570218,0.6759112540570218
rsi,eth_btc_ret_spread_12,0.6758823814762892,0.6758823814762892
mtf_trend_1h,eth_btc_ret_spread_12,0.6726901947438234,0.6726901947438234
rsi,sig_trend_health,0.6723114840633088,0.6723114840633088
rsi,hma_slope,0.6705857014438259,0.6705857014438259
rsi,cvp_volume_imbalance,0.6703940517417194,0.6703940517417194
mtf_trend_4h,mean_reversion_z,-0.6693062360877892,0.6693062360877892
distance_to_day_high_low_pct,regime_persistence,0.6682227478116028,0.6682227478116028
taker_buy_base,quote_volume_btc,0.667597492965631,0.667597492965631
long_squeeze_risk,short_squeeze_risk,-0.6652278229071568,0.6652278229071568
eth_btc_ratio_change,compression_release_down,-0.6644671292703777,0.6644671292703777
eth_btc_ratio_change,compression_release_up,0.6642891968158255,0.6642891968158255
rsi,breakout_strength,0.6636156275612854,0.6636156275612854
mtf_trend_4h,kalman_velocity,0.6634678062612647,0.6634678062612647
cvp_poc_dist,mean_reversion_z,-0.6613682868740822,0.6613682868740822
mtf_trend_4h,sig_trend_health,0.6607903236837108,0.6607903236837108
trades,parkinson_vol,0.6585524260903826,0.6585524260903826
hma_slope,btc_ret_6,0.6584496398702386,0.6584496398702386
mtf_trend_4h,cvp_poc_dist,0.657294964447357,0.657294964447357
long_squeeze_risk,funding_pressure,0.6562326736898718,0.6562326736898718
rsi,price_cvd_divergence,0.6555204661328076,0.6555204661328076
cvp_poc_dist,anchored_vwap_session_dist,0.653985031039158,0.653985031039158
trades,garman_klass_vol,0.6538900072633748,0.6538900072633748
btc_ret_12,vwap_dist_24,0.6537970916143249,0.6537970916143249
volume,volume_btc,0.6513161560000377,0.6513161560000377
funding_price_divergence,eth_btc_ret_spread_12,0.6512658156393245,0.6512658156393245
kalman_velocity,btc_ret_12,0.65067681541209,0.65067681541209
trades,rogers_satchell_vol,0.6469672686094932,0.6469672686094932
cvp_poc_dist,fibonacci_level,0.6465470060524444,0.6465470060524444
kalman_velocity,btc_ret_6,0.6437578794837931,0.6437578794837931
mtf_trend_1h,btc_ret_6,0.6429696042841462,0.6429696042841462
low,close_btc,0.6427376666309396,0.6427376666309396
cvp_poc_dist,regime_persistence,0.6427043218867748,0.6427043218867748
close,close_btc,0.642524376221923,0.642524376221923
open,close_btc,0.6425089052471312,0.6425089052471312
high,close_btc,0.6422809471419745,0.6422809471419745
rsi,anchored_vwap_session_dist,0.6421994218116268,0.6421994218116268
macd_hist,eth_btc_ret_spread_12,0.6416026109995905,0.6416026109995905
rsi,fvg_dist,0.6411256985837468,0.6411256985837468
cvp_poc_dist,distance_to_day_high_low_pct,0.6407593750563062,0.6407593750563062
mtf_trend_4h,volume_profile_signal,-0.6385836324138616,0.6385836324138616
oi_up_price_down,crowded_long_unwind_risk,0.6383009593409373,0.6383009593409373
cvp_poc_dist,vwap_dist_288,0.6369846157907304,0.6369846157907304
cvp_poc_dist,volume_profile_signal,-0.6362788679225346,0.6362788679225346
btc_ret_3,btc_ret_6,0.6359523982268509,0.6359523982268509
btc_ret_6,btc_impulse_x_eth_beta,0.6358335784811909,0.6358335784811909
net_taker_ratio,jump_z,0.6352090648323264,0.6352090648323264
macd_hist,funding_price_divergence,0.6348906890499028,0.6348906890499028
log_return,cross_scale_curvature,-0.6341212081783882,0.6341212081783882
taker_buy_base,volume_btc,0.6337873559090095,0.6337873559090095
funding_z_score,crowding_pressure,0.6337638945044677,0.6337638945044677
ou_funding_z,crowding_pressure,0.633665392627541,0.633665392627541
mean_reversion_z,price_cvd_divergence,-0.6335949271435859,0.6335949271435859
btc_ret_6,btc_ret_12,0.6329986680317496,0.6329986680317496
turtle_signal,anchored_vwap_session_dist,0.630048850529522,0.630048850529522
jump_z,cross_scale_curvature,-0.6298143980696624,0.6298143980696624
net_taker_ratio,ofi_acceleration,0.6296012324159671,0.6296012324159671
turtle_signal,regime_persistence,0.6289015857184317,0.6289015857184317
rsi,btc_ret_12,0.6283892182724246,0.6283892182724246
realized_vol_ratio,bb_width_pct_rank_288,0.6281022028698623,0.6281022028698623
mtf_trend_1h,btc_ret_12,0.6264866708700197,0.6264866708700197
mtf_trend_4h,fibonacci_level,0.6262021662575011,0.6262021662575011
volume,big_trade_ratio,0.6252522413916276,0.6252522413916276
net_taker_ratio,log_return,0.622487738755178,0.622487738755178
btc_ret_z_48,compression_release_down,-0.622153154480645,0.622153154480645
funding_oi_divergence,cross_scale_curvature,0.6209830211753291,0.6209830211753291
cvp_poc_dist,price_cvd_divergence,0.6189574810471897,0.6189574810471897
quote_volume,parkinson_vol,0.6173146081215087,0.6173146081215087
oi_up_price_up,crowded_short_squeeze_risk,0.6140097357393509,0.6140097357393509
hour_cos,session_europe,-0.6128057689403067,0.6128057689403067
mtf_trend_4h,vwap_dist_288,0.6125878588753207,0.6125878588753207
quote_volume,volume_btc,0.6120657798700953,0.6120657798700953
trades,bb_width,0.6108082470296053,0.6108082470296053
quote_volume,garman_klass_vol,0.6107554145766477,0.6107554145766477
btc_ret_z_48,compression_release_up,0.6105576600412179,0.6105576600412179
net_taker_ratio,funding_oi_divergence,-0.6104778957395558,0.6104778957395558
volatility_z,parkinson_vol,0.6099504672747416,0.6099504672747416
taker_buy_quote,parkinson_vol,0.6081603885719438,0.6081603885719438
volume_profile_signal,price_cvd_divergence,-0.6071159661744241,0.6071159661744241
quote_volume_btc,parkinson_vol,0.6063250578553858,0.6063250578553858
btc_ret_1,compression_release_down,-0.6061744024303237,0.6061744024303237
trades,volume_btc,0.605950615450122,0.605950615450122
mtf_trend_1h,fvg_dist,0.6052806086327032,0.6052806086327032
funding_price_divergence,btc_ret_12,0.6048094745505767,0.6048094745505767
quote_volume_btc,garman_klass_vol,0.6045593504435749,0.6045593504435749
parkinson_vol,atr_pct_rank_288,0.6042317670761119,0.6042317670761119
volatility_z,garman_klass_vol,0.6036086439953453,0.6036086439953453
quote_volume,rogers_satchell_vol,0.6030981243856068,0.6030981243856068
cvp_volume_imbalance,eth_btc_ret_spread_48,0.6028531524826553,0.6028531524826553
taker_buy_quote,garman_klass_vol,0.6020769745557619,0.6020769745557619
mtf_trend_4h,regime_persistence,0.601753891649503,0.601753891649503
wick_ratio,lower_wick_z,0.6013001791575303,0.6013001791575303
breakout_strength,eth_btc_ret_spread_48,0.6009069000213084,0.6009069000213084
btc_ret_1,compression_release_up,0.6003372021127572,0.6003372021127572
taker_buy_quote,volume_btc,0.5994277316671012,0.5994277316671012
fvg_dist,vwap_dist_24,0.5991291938013303,0.5991291938013303
quote_volume_btc,rogers_satchell_vol,0.5991044425523895,0.5991044425523895
vwap_dist_24,sig_trend_health,0.5978523894715543,0.5978523894715543
garman_klass_vol,atr_pct_rank_288,0.5975712030133115,0.5975712030133115
volatility_z,rogers_satchell_vol,0.5972739857829096,0.5972739857829096
hma_slope,funding_price_divergence,0.5971307910070148,0.5971307910070148
volume,parkinson_vol,0.5968082450208911,0.5968082450208911
mtf_trend_1h,btc_lead_eth_follow_gap_3,-0.5962058827715998,0.5962058827715998
quote_volume,bb_width,0.5953530390075424,0.5953530390075424
taker_buy_quote,rogers_satchell_vol,0.594801731533537,0.594801731533537
wick_ratio,upper_wick_z,0.593020662282646,0.593020662282646
volume,garman_klass_vol,0.5924051684479301,0.5924051684479301
volume_btc,parkinson_vol,0.5923462645556796,0.5923462645556796
eth_btc_ret_spread_48,anchored_vwap_session_dist,0.5919921739631365,0.5919921739631365
price_cvd_divergence,regime_persistence,0.5919904913889246,0.5919904913889246
taker_buy_base,big_trade_ratio,0.5918667545743955,0.5918667545743955
volume_btc,garman_klass_vol,0.5917879096552802,0.5917879096552802
rogers_satchell_vol,atr_pct_rank_288,0.5911647107745179,0.5911647107745179
mtf_trend_4h,fvg_dist,0.5909200520026962,0.5909200520026962
mtf_trend_4h,funding_price_divergence,0.590585502587483,0.590585502587483
hma_slope,eth_btc_ret_spread_12,0.5892754432508439,0.5892754432508439
turtle_signal,distance_to_day_high_low_pct,0.5879010094793276,0.5879010094793276
volume_btc,rogers_satchell_vol,0.587144736118804,0.587144736118804
volume,rogers_satchell_vol,0.5863532117646392,0.5863532117646392
taker_buy_quote,bb_width,0.5860425757296336,0.5860425757296336
eth_btc_beta_residual_z,jump_z,0.5859896012259171,0.5859896012259171
volume,btc_volume_impulse_z,0.5854306144232516,0.5854306144232516
taker_buy_base,parkinson_vol,0.5852161173562156,0.5852161173562156
mtf_trend_4h,eth_btc_ret_spread_12,0.5845825766234193,0.5845825766234193
price_cvd_divergence,vwap_dist_288,0.5835753715777038,0.5835753715777038
vwap_dist_24,vwap_dist_96,0.5835230202161225,0.5835230202161225
funding_roc_48,ou_funding_z,0.5818638997095061,0.5818638997095061
funding_roc_48,funding_z_score,0.5818569036686693,0.5818569036686693
quote_volume,big_trade_ratio,0.5815375820654815,0.5815375820654815
taker_buy_base,garman_klass_vol,0.5812385112417993,0.5812385112417993
fibonacci_level,price_cvd_divergence,0.5803192984508946,0.5803192984508946
bb_width_z,chop_index,-0.5786928899836261,0.5786928899836261
macd_hist,btc_ret_12,0.5765620529649613,0.5765620529649613
log_return,eth_btc_beta_residual_z,0.5764598219367708,0.5764598219367708
volume,bb_width,0.5756165521232848,0.5756165521232848
taker_buy_base,rogers_satchell_vol,0.5755492485333822,0.5755492485333822
rsi,macd_hist,0.5742383002292207,0.5742383002292207
chop_index,bb_width_pct_rank_288,-0.572031736044429,0.572031736044429
net_taker_ratio,compression_release_down,-0.569349585578567,0.569349585578567
taker_buy_base,btc_volume_impulse_z,0.5688798007726533,0.5688798007726533
eth_btc_ret_spread_48,distance_to_day_high_low_pct,0.5668237269656227,0.5668237269656227
eth_btc_beta_residual_z,funding_oi_divergence,-0.5651647114194314,0.5651647114194314
taker_buy_base,bb_width,0.563904289676451,0.563904289676451
net_taker_ratio,compression_release_up,0.563366464158781,0.563366464158781
bb_width_z,garch_vol_z,0.5618926070642057,0.5618926070642057
vwap_dist_24,distance_to_day_high_low_pct,0.5615663577968844,0.5615663577968844
rsi,eth_btc_ret_spread_48,0.5611816094719717,0.5611816094719717
btc_volume_impulse_z,atr_pct_rank_288,0.5588916361856777,0.5588916361856777
fvg_dist,kalman_velocity,0.5580608665097885,0.5580608665097885
kalman_velocity,cvd_12,0.55745880794444,0.55745880794444
cvp_poc_dist,turtle_signal,0.5569333793084236,0.5569333793084236
parkinson_vol,compression_score,-0.5560745482090756,0.5560745482090756
funding_price_divergence,cvd_12,0.5553547443717415,0.5553547443717415
taker_buy_quote,big_trade_ratio,0.5546381428512606,0.5546381428512606
mtf_trend_1h,btc_impulse_x_eth_beta,0.5538329938139004,0.5538329938139004
bb_width,garch_vol_z,0.5526046989857845,0.5526046989857845
mtf_trend_1h,btc_ret_3,0.5522054584610432,0.5522054584610432
hma_slope,btc_ret_12,0.5519680520214453,0.5519680520214453
volatility_z,btc_volume_impulse_z,0.551653821298195,0.551653821298195
rsi,cvp_poc_dist,0.5506107481434206,0.5506107481434206
mtf_trend_4h,btc_ret_12,0.5503256510557907,0.5503256510557907
volatility_z,bb_width,0.5496979379627768,0.5496979379627768
bb_width,atr_pct_rank_288,0.5486732896469854,0.5486732896469854
count_long_short_ratio,dual_momentum,-0.547266959429538,0.547266959429538
btc_ret_6,vwap_dist_24,0.5458019597815565,0.5458019597815565
quote_volume,btc_volume_impulse_z,0.5453307388690863,0.5453307388690863
turtle_signal,vwap_dist_96,0.5453086725929864,0.5453086725929864
whale_retail_ratio,funding_pressure,0.5440195245654253,0.5440195245654253
vwap_dist_96,sig_trend_health,0.5435619899800298,0.5435619899800298
macd_hist,cvd_12,0.543287995427747,0.543287995427747
cvd_12,vwap_dist_24,0.5426245667401266,0.5426245667401266
mtf_trend_1h,vwap_dist_96,0.5423770322733005,0.5423770322733005
garman_klass_vol,compression_score,-0.5422649115502116,0.5422649115502116
parkinson_vol,garch_vol_z,0.5422251678433648,0.5422251678433648
rsi,cvd_12,0.5412232997559955,0.5412232997559955
quote_volume_btc,bb_width,0.5411374347784121,0.5411374347784121
mtf_trend_1h,distance_to_day_high_low_pct,0.539542024429156,0.539542024429156
hour_sin,session_us,-0.5393453718145405,0.5393453718145405
trades,btc_volume_impulse_z,0.5387875747276946,0.5387875747276946
low,whale_retail_ratio,0.5387474364367665,0.5387474364367665
close,whale_retail_ratio,0.5382885203988299,0.5382885203988299
open,whale_retail_ratio,0.5382675262453813,0.5382675262453813
high,whale_retail_ratio,0.53781422891923,0.53781422891923
taker_acceleration,cvd_slope_12,0.5372191052977431,0.5372191052977431
whale_retail_ratio,dual_momentum,0.5352587233056952,0.5352587233056952
taker_buy_quote,btc_volume_impulse_z,0.5334073823069774,0.5334073823069774
whale_retail_ratio,squeeze_power,0.532319434830009,0.532319434830009
rogers_satchell_vol,compression_score,-0.5318861936769106,0.5318861936769106
smart_money_flow,oi_up_price_down,0.5310854962450972,0.5310854962450972
oi_change_rate,oi_up_price_down,0.5310854962450972,0.5310854962450972
compression_release_down,cross_scale_curvature,0.5306982272895484,0.5306982272895484
rsi,btc_ret_6,0.5287708557519303,0.5287708557519303
compression_release_up,cross_scale_curvature,-0.5273589986480115,0.5273589986480115
btc_volume_impulse_z,compression_score,-0.5269192918514956,0.5269192918514956
sum_open_interest_value,whale_retail_ratio,0.5251813158486195,0.5251813158486195
smart_money_flow,oi_up_price_up,0.5247756239598554,0.5247756239598554
oi_change_rate,oi_up_price_up,0.5247756239598554,0.5247756239598554
volume_btc,bb_width,0.5242415826602138,0.5242415826602138
cvd_12,btc_ret_12,0.5221984046694146,0.5221984046694146
mean_reversion_z,eth_btc_ret_spread_48,-0.5216289644578574,0.5216289644578574
hma_slope,mtf_trend_4h,0.5185001162911075,0.5185001162911075
compression_release_up,oi_up_price_up,0.5175269825433213,0.5175269825433213
rsi,mean_reversion_z,-0.5174787542918854,0.5174787542918854
cvp_poc_dist,eth_btc_ret_spread_48,0.5169759774868827,0.5169759774868827
eth_btc_ratio_change,btc_lead_eth_follow_gap_3,-0.5158374891214009,0.5158374891214009
short_squeeze_risk,funding_pressure,-0.5146088561494623,0.5146088561494623
sum_toptrader_long_short_ratio,whale_retail_ratio,0.514459258717946,0.514459258717946
