feature,dtype,rows,missing_count,missing_ratio,unique_count,is_numeric,infinite_count,is_constant,mean,std,min,q01,q50,q99,max,spearman_to_target
mtf1h_bb_pos,float64,271797,60,0.00022075298844358106,22645,True,0,False,0.021678280115957873,0.6556966933115115,-2.000254438380691,-1.4454372980110697,0.04819091715863323,1.4165714418302342,1.9958752515075844,0.022627641033336077
mtf1h_bb_width,float64,271797,60,0.00022075298844358106,22644,True,0,False,0.03041103661930891,0.02198722174630466,0.002160963820830843,0.00470394681977874,0.02444018441366255,0.11270340417316292,0.22736843759484826,-0.14174744075287946
mtf1h_rsi_14,float64,271797,12,4.415059768871621e-05,22647,True,0,False,0.5063252433872715,0.12045367163733071,0.10566433626784359,0.2213095842786268,0.5069051410874058,0.7907827849206831,0.985562030766,0.028904593894951043
mtf1h_rvol_12,float64,271797,60,0.00022075298844358106,22645,True,0,False,0.004395983833220582,0.0026297295050736872,0.00047767365406699915,0.0009269061482289101,0.00380363883048141,0.014227173551587879,0.023915882481331693,-0.1887238252327902
mtf1h_rvol_24,float64,271797,84,0.0003090541838210135,22643,True,0,False,0.004558640850325322,0.0023308363476147215,0.0007039944285201599,0.0011088762660615582,0.0041780286872225,0.012629738766298566,0.02108472282574063,-0.22024531896484217
mtf1h_rvol_48,float64,271797,156,0.0005739577699533108,22637,True,0,False,0.004689812782941286,0.0020546352233154364,0.0009063892260019331,0.0015984994370699434,0.004277363681881133,0.01149598523273912,0.016735005534553593,-0.2616913536756183
mtf1h_rvol_6,float64,271797,60,0.00022075298844358106,22645,True,0,False,0.004189624979281421,0.0029599246545275286,0.00025332603347438045,0.0006992315376038176,0.0034033901893478153,0.015124283781700656,0.030844348031338606,-0.16280000177755205
mtf1h_ts_opt_L,float64,271797,12,4.415059768871621e-05,7,True,0,False,30.550206965064298,17.047340733350016,-1.0,3.0,36.0,48.0,48.0,-0.017786123652607518
mtf1h_ts_t_value,float32,271797,12,4.415059768871621e-05,22641,True,0,False,0.3348611891269684,94.09922790527344,-11403.3427734375,-45.04902267456055,3.981842279434204,50.370628356933594,3433.7490234375,0.03140778696581552
mtf_trend_1h,float64,271797,0,0.0,271797,True,0,False,1.535549332902439e-06,0.00042747389499204336,-0.015736770189658,-0.001298683059510888,5.16621351431823e-06,0.0012393830794024238,0.007156839396867,0.004230700251481382
mtf_trend_4h,float64,271797,0,0.0,271797,True,0,False,1.4728069471643161e-06,0.00021058922260893615,-0.0046742404981692,-0.000642788689361008,5.011445746383458e-06,0.000607407045268343,0.0025704468747764,0.0073589411922775246
ofi_acceleration,float64,271797,0,0.0,271794,True,0,False,-4.68560266787411e-06,0.13628823556344946,-0.6451558757787448,-0.3216756353968275,1.518127107437428e-05,0.3252027282921054,0.7306789593602179,0.00023938054136305557
ofti,float64,271797,0,0.0,268219,True,0,False,-6.601832536138441e-06,0.0010452965450418415,-0.2632047611485443,-0.0003438504198618,0.0,0.0002372137747935674,0.1571599993081393,0.009479926747780485
oi_up_price_down,float64,271797,0,0.0,69342,True,0,False,0.003542945418665652,0.02212621822496263,0.0,0.0,0.0,0.044842533067605446,0.9999999958776928,-0.006055502116265954
open,float64,271797,0,0.0,209344,True,0,False,81210.18410872822,20607.369713116634,38588.0,41987.48,77448.7,120300.128,125986.1,0.9999670036587618
ou_halflife,float64,271797,0,0.0,220976,True,0,False,0.05105764258207765,0.20701954848323018,0.00069444446,0.00069444446,0.0055558803,1.0,1.0,-0.07728394623299593
price_cvd_divergence,float64,271797,0,0.0,271797,True,0,False,0.003853385757471141,0.08004722513689783,-0.4441558240846016,-0.23992761208719754,0.0046020082164512,0.239883592458031,0.4778625907428358,0.024454354496346482
quote_volume,float64,271797,0,0.0,271793,True,0,False,55812586.840932116,83967516.63081814,0.0,4226776.611828,31002372.4009,393576774.1863476,4324916852.2158,0.06516374820662608
quote_volume_btc,float64,271797,0,0.0,271793,True,0,False,40122267.81506055,62799176.01722618,0.0,2997631.4464620003,21994389.4982,289452844.7487518,3088662059.93656,0.33574231305489555
range_contraction_breakout_dir,float64,271797,0,0.0,604,True,0,False,0.0008778155574536322,0.16034464986786953,-0.9965277777777778,-0.71875,0.0,0.7256944444444444,0.9965277777777778,-0.00021138232628802755
realized_skewness,float64,271797,0,0.0,268084,True,0,False,0.023804937147819324,0.7611821039686385,-3.0,-2.5357736480250392,0.0091610172108149,2.5670460945834237,3.0,0.045062470379439896
realized_vol_ratio,float64,271797,0,0.0,271786,True,0,False,0.9141736282468572,0.47085517514181785,0.0,0.26794926064898417,0.8032322607116826,2.53801757918853,4.964441640555529,0.01163520476567009
regime3_current_sensitive_wide24_bear_prob,float64,271797,0,0.0,263958,True,0,False,0.2487050119341952,0.22760188952088156,0.0327518193924437,0.0327518193931902,0.1468419529319085,0.9135232069385946,0.9135232069409766,-0.009175327913495146
regime3_current_sensitive_wide24_bull_prob,float64,271797,0,0.0,264106,True,0,False,0.2525442883487792,0.21470842189536013,0.0334144424222539,0.0334144424230642,0.1123350477193886,0.8918705289668429,0.8918705289674526,0.010606568948346965
regime3_current_sensitive_wide24_chop_prob,float64,271797,0,0.0,263231,True,0,False,0.49875069971702557,0.240598785276883,0.0530623506367695,0.0530623506383412,0.5324879678333734,0.8144581002417401,0.8144581551876697,0.02220016461328866
regime3_current_sensitive_wide24_confidence,float64,271797,0,0.0,263994,True,0,False,0.6401436095640539,0.1566558391679441,0.3386883053220364,0.4462833068448061,0.5576822821790763,0.9135232069385946,0.9135232069409766,-0.013282190478806888
regime_persistence,float64,271797,0,0.0,251557,True,0,False,0.0281827599153928,0.40135464903057044,-0.732811384859591,-0.62014767636768,0.0,0.6381499559604492,0.7108008525500652,0.02033311626660263
rsi,float64,271797,0,0.0,271797,True,0,False,50.27595943761919,11.027780522812757,0.0,23.715539717456423,50.40033483030431,76.64773135898187,99.9999999338999,0.007049615628675775
session_us,float64,271797,0,0.0,2,True,0,False,0.18488062782149914,0.3882006971625998,0.0,0.0,0.0,1.0,1.0,-0.0009927777442813646
short_squeeze_risk,float64,271797,0,0.0,140395,True,0,False,0.015355876687861685,0.041884197003984824,0.0,0.0,0.0006465919378593,0.2081499999999999,0.4758581668652861,-0.06277737673114875
sig_trend_health,float64,271797,0,0.0,188340,True,0,False,0.014203991325658487,0.638895121742046,-0.91977245,-0.8424265059999999,0.41530564,0.8413163544,0.9304162,0.0011714962459887489
sig_volume_confirm,float64,271797,0,0.0,269910,True,0,False,-0.002236202623334099,0.44509999938772654,-0.92905164,-0.76159275,-0.00037213147,0.7615807888,0.923057,0.0027456108272603014
smart_money_flow,float64,271797,0,0.0,267833,True,0,False,4.988298184026139e-06,0.042081215191845836,-1.0,-0.006933382443717876,2.8175630893523262e-05,0.006152840247709759,1.0,-0.017125603234363563
squeeze_power,float64,271797,0,0.0,268225,True,0,False,433723.5711346068,556885.4319951116,-1037131.7173926132,-539886.3662212712,366160.6795561403,2635427.0319588645,7349231.676963219,0.25189288110860536
sum_open_interest_value,float64,271797,0,0.0,268072,True,0,False,6975936228.858073,1984097157.2968426,0.0,3108124098.787288,6753544160.384,11239359358.88525,12767006555.5914,0.9164027135540329
sum_toptrader_long_short_ratio,float64,271797,0,0.0,247453,True,0,False,1.5373738473211258,0.39285079371120346,0.680899,0.76727612,1.485396,2.4459722399999997,2.851687,0.5465599884357234
svps,float64,271797,0,0.0,271788,True,0,False,0.2057112524928198,0.2550905141356225,-0.4932524491411932,-0.19728749157303588,0.1176112833392577,0.87739339521125,0.9744132703813724,0.028206841396278215
taker_acceleration,float64,271797,0,0.0,271793,True,0,False,-1.464801006725121e-05,0.17207807568467048,-0.7874976205947045,-0.4012034115065097,9.350350955404478e-05,0.4050580262292703,0.8166205805792348,0.00072805727888971
taker_buy_base,float64,271797,0,0.0,216140,True,0,False,360.84745173787803,576.389661130128,0.0,21.19092,191.548,2681.7035199999873,20202.033,-0.1956700410844366
taker_buy_quote,float64,271797,0,0.0,271793,True,0,False,27730467.505061645,42772092.8729789,0.0,1748422.835948,15036696.1328,201080263.95844746,1973435160.9403,0.05675563103334172
trade_intensity,float64,271797,0,0.0,271710,True,0,False,22.781755575041647,9.43252826940577,1.629973348346644,9.293874436944822,20.762888638604466,52.349904555678656,149.86860723670912,0.38963679193563694
trades,int64,271797,0,0.0,44894,True,0,False,12936.19705883435,15037.875889742281,0.0,1544.0,8384.0,73886.43999999977,512917.0,-0.05775881109921078
turtle_signal,float64,271797,0,0.0,233825,True,0,False,-0.01013745303363935,0.15436400889490706,-0.9977906626726094,-0.6418844501998289,-7.317676729191784e-24,0.5559314664620407,0.9880815447053256,0.012183903382000988
upper_wick_z,float64,271797,0,0.0,271299,True,0,False,3.58441031554486e-05,0.2000022969603141,-0.2870221287594493,-0.2456291759048197,-0.0482389098609558,0.5398002270693697,0.7763826867207089,0.003463544381199815
volatility_z,float64,271797,0,0.0,271797,True,0,False,0.03859472972797331,1.2130433109964356,-3.1268058792140465,-1.7666196346999445,-0.2605433677953552,3.7378851673666182,10.075955706473811,0.0013498605376376016
volume,float64,271797,0,0.0,240939,True,0,False,726.0818633171081,1139.1579132714917,0.0,51.54284,395.18,5273.3523199999945,44889.025,-0.19957120020887845
volume_btc,float64,271797,0,0.0,270118,True,0,False,14332.729417340885,22062.95184806169,0.0,1124.09672,7976.235,102011.32423999981,1501245.871,0.22675426935970233
volume_profile_signal,float64,271797,0,0.0,271506,True,0,False,3.284737283283312e-05,0.028934874411374028,-0.92876701815175,-0.07655646610356974,-0.0003114215461186,0.08243528403727352,0.9997255971376432,-0.018380439006169723
vwap_dist_24,float64,271797,0,0.0,271797,True,0,False,0.00010987261943572286,0.003424049367222268,-0.0733016707719605,-0.009703408063161107,9.075746582197084e-05,0.010117282083889574,0.0494409653644085,0.002477818802022626
vwap_dist_288,float64,271797,0,0.0,271793,True,0,False,0.0007622801157747578,0.012118501825693023,-0.1,-0.030424710827450054,0.0007525980760679,0.03378755071583194,0.0895550942150426,0.011763643591265536
vwap_dist_96,float64,271797,0,0.0,271797,True,0,False,0.00033937693071749847,0.0068607350849600405,-0.1,-0.01890817814939856,0.0003044894856151,0.019932579338952754,0.0632354126734675,0.004312098765557873
whale_conviction,float64,271797,0,0.0,64321,True,0,False,1.3008495310850829e-06,0.005401365344173697,-0.2106479999999999,-0.0139549999999999,-1.3880000000021653e-05,0.015151119999999834,0.1801569999999999,-0.0038197027328393113
whale_retail_ratio,float64,271797,0,0.0,268394,True,0,False,1.2308638346597611,0.5880791948967058,0.3067158132891311,0.436181359840427,1.0830264967672114,3.0614567659852274,3.957744455426906,0.5697005660763544
wick_ratio,float64,271797,0,0.0,253846,True,0,False,0.5013652372134796,0.27829499044573663,0.0,0.0,0.4984172661870839,0.9902860884537927,1.0,-0.04656101170120078
zz_bars_since_pivot,float32,271797,0,0.0,1100,True,0,False,4.42015266418457,0.9794894456863403,0.0,1.945910096168518,4.465908050537109,6.436150550842285,7.003065586090088,0.16126318480704588
zz_dist_to_threshold,float32,271797,0,0.0,235453,True,0,False,0.34171977639198303,0.2579357624053955,0.0,0.0,0.3123084604740143,0.9381456446647642,0.9999914169311523,0.0038433605026172934
zz_move_from_pivot_pct,float32,271797,0,0.0,266809,True,0,False,0.002025838941335678,0.01795700378715992,-0.15461507439613342,-0.039596179723739626,0.005919991061091423,0.047287722527980726,0.11474782973527908,0.00573022848990741
zz_trend_state,float32,271797,0,0.0,3,True,0,False,0.0769876018166542,0.9971291422843933,-1.0,-1.0,1.0,1.0,1.0,0.002360578839987075
