feature,dtype,rows,missing_count,missing_ratio,unique_count,is_numeric,infinite_count,is_constant,mean,std,min,q01,q50,q99,max,spearman_to_target
eth_ret_24h,float64,22471,0,0.0,22471,True,0,False,-0.0001976602212037368,0.03531250791690863,-0.271400209077731,-0.09714024020516243,0.000742778784614373,0.09062803187975808,0.2206316869801146,0.040276290478434416
funding_last,float64,22471,0,0.0,1987,True,0,False,6.374453695874683e-05,8.827728126146472e-05,-0.00015178,-8.088e-05,5.643e-05,0.00046267,0.00088148,-0.030867065973084952
funding_mean_24h,float64,22471,0,0.0,18264,True,0,False,6.374431200213609e-05,8.191281570338687e-05,-0.00014114666666666665,-6.396362500000001e-05,5.361916666666666e-05,0.00046610295833333275,0.00073359,-0.025928669681267183
funding_std_168h,float64,22471,0,0.0,19656,True,0,False,3.6662342569785157e-05,2.961109922541982e-05,4.289067564050919e-12,4.289067564050919e-12,3.131287294808204e-05,0.00016866687935068056,0.00022699177581174718,-0.02709621719968788
high,float64,22471,0,0.0,21155,True,0,False,81769.46960971919,20462.90570598276,38905.7,42131.76,78012.2,120692.93999999999,126208.5,0.9997994610498033
hour_cos,float64,22471,0,0.0,22,True,0,False,-0.00016671108506287463,0.7071518534624259,-1.0,-1.0,-1.8369701987210297e-16,1.0,1.0,0.00019596828122299528
hour_sin,float64,22471,0,0.0,21,True,0,False,0.0001702036088245219,0.7070616658982103,-1.0,-1.0,1.2246467991473532e-16,1.0,1.0,-0.0002119471997795626
low,float64,22471,0,0.0,21075,True,0,False,81213.00126830136,20392.151857426317,38545.0,41818.07,77500.0,119982.27999999997,125185.1,0.999787416470296
lsr_top_chg_24h,float64,22471,0,0.0,22058,True,0,False,0.0004059143958880332,0.10436034669089211,-0.6395769999999998,-0.2770074000000002,-0.001659000000000077,0.3126070999999996,0.8050460000000002,-0.014661118798420098
lsr_top_level,float64,22471,0,0.0,22282,True,0,False,1.539456560720039,0.3935938197381966,0.682263,0.7672623,1.489023,2.4470476,2.821226,0.5444562391700938
macd_hist_1h,float64,22471,0,0.0,22471,True,0,False,-1.7599284504677572e-06,0.0016986478044353672,-0.011959895879712364,-0.004590101272334759,-1.5706614273678136e-05,0.004629223372177972,0.011823220993478309,0.006863414352839663
oi_chg_1h,float64,22471,0,0.0,22407,True,20,False,-0.0007298879261278667,0.029570462800711267,-1.0,-0.026323044503582693,0.00011862957360198045,0.024352670239156438,0.08714879382408514,-0.01058311040477538
oi_chg_24h,float64,22471,0,0.0,22430,True,25,False,0.00097238095986896,0.05239321938037944,-1.0,-0.11514707875250431,-0.0005398411334445186,0.12484258489371639,0.26837791935097033,0.013051848960113492
open,float64,22471,0,0.0,21903,True,0,False,81496.00358684527,20427.804633247546,38768.5,41967.83,77730.5,120311.21999999999,125986.1,0.9996382657146519
ret_12h,float64,22471,0,0.0,22471,True,0,False,0.00018843021409154761,0.01730330345060594,-0.13339972585321647,-0.050501955886177896,0.00044427555052806156,0.047429987639078235,0.11771787096152053,0.01955552961912709
ret_168h,float64,22471,0,0.0,22471,True,0,False,0.002829464717923258,0.06273398871413224,-0.3374759504463203,-0.15962068965889423,0.003336231925949562,0.1746660645381934,0.2710747460847003,0.07006589618490963
ret_1h,float64,22471,0,0.0,22471,True,0,False,1.561782577863006e-05,0.0051062763187057335,-0.05030436292929963,-0.015637948792480573,2.6457726225004308e-05,0.015140830216241413,0.049789184697136335,0.007721443054818407
ret_24h,float64,22471,0,0.0,22468,True,0,False,0.0003799741449106682,0.024237273206296716,-0.20358415613383762,-0.06730785018935882,0.0007137759046802472,0.06589232703974937,0.11997517724581286,0.0326614627757873
ret_3h,float64,22471,0,0.0,22464,True,0,False,4.7558133977737115e-05,0.008751366136553597,-0.07667550244081944,-0.026749797906989236,9.728448294588077e-05,0.02528633047906543,0.100170659389061,0.011340097818332525
ret_48h,float64,22471,0,0.0,22471,True,0,False,0.0007859611780510784,0.033504295386426235,-0.218820099349319,-0.08950500392542952,0.001390272782186841,0.08516046782219333,0.16634663692651408,0.03693715432559963
ret_6h,float64,22471,0,0.0,22470,True,0,False,9.514632741337092e-05,0.012293671228213413,-0.10490913015823544,-0.03678105309170565,0.0002260266596660898,0.035421010619391395,0.10261450450310328,0.012968265026482175
ret_96h,float64,22471,0,0.0,22471,True,0,False,0.0016061352426813887,0.04742123620743503,-0.2643537251527359,-0.12470993621809878,0.0016548398547371335,0.11286883237991652,0.1990331869812767,0.05187006781726579
rsi_14h,float64,22471,0,0.0,22469,True,0,False,50.670389046625736,16.534739446480067,1.3958187611718245,14.39434368910027,50.70107171583226,85.60537544821801,99.94097222222233,0.02754685642265116
taker_buy_ratio_1h,float64,22471,0,0.0,22471,True,0,False,0.4970018882055062,0.050606582051650424,0.1953807498944302,0.3744839131456036,0.496450214556709,0.6173011718837221,0.7325504662718839,-0.01826387662441721
taker_buy_ratio_24h,float64,22471,0,0.0,22471,True,0,False,0.4970163394403397,0.010415984583448482,0.4496899113200148,0.4714338621944589,0.49696494599937124,0.5226496677235691,0.5483609146396975,-0.07236638780527248
trades_z_168h,float64,22471,0,0.0,22471,True,0,False,0.0019095193546979318,1.0410162486846422,-1.4059086820633364,-1.1108373903938233,-0.3239950792816709,4.008664557447092,10.943334622245235,0.0075488528444474165
vol_168h,float64,22471,0,0.0,22471,True,0,False,0.004854264564416272,0.001606114598971541,0.0020601972861379585,0.0023654347052284494,0.004533004644082956,0.010089240220862628,0.011046262630363228,-0.34045225362564413
vol_24h,float64,22471,0,0.0,22471,True,0,False,0.004552119119244903,0.002329372476962629,0.0007039944285201599,0.0011084800280215892,0.0041703716944274175,0.012638129364065843,0.02108472282574063,-0.21877216499748176
vol_6h,float64,22471,0,0.0,22471,True,0,False,0.004183728185875456,0.0029578240929187005,0.00025332603347438045,0.0006988559501368514,0.0033937655499815785,0.015114449523948201,0.030844348031338606,-0.16122699935966908
vol_96h,float64,22471,0,0.0,22471,True,0,False,0.004788064137578665,0.0017840060858865614,0.0015811510689005977,0.0021744762755997694,0.004396382136016336,0.010766612330204862,0.013274579483010631,-0.3033707049035248
vol_ratio_6_96,float64,22471,0,0.0,22471,True,0,False,0.8863737900233926,0.510275095258119,0.04051117644404094,0.17242092952261656,0.7662046565593289,2.4883696276771006,3.3031906942518097,0.000930081209537739
volume,float64,22471,0,0.0,22457,True,0,False,8677.329516665925,9781.245023187745,358.475,959.3837000000001,5598.224,46642.99069999998,231253.139,-0.2335629725684641
volume_z_168h,float64,22471,0,0.0,22471,True,0,False,0.001548654698386079,1.0341446994962922,-1.27214678390683,-0.9955591754460237,-0.3345449118630088,4.178487859491904,10.808910148185397,0.0032737768770692392
