ts,mvec_001,mvec_002,mvec_003,mvec_004,mvec_005,mvec_006,mvec_007,mvec_008,mvec_009,mvec_010,mvec_011,mvec_012,mvec_013,mvec_014,mvec_015,mvec_016,mvec_017,trsk_001,trsk_002,trsk_003,trsk_004,trsk_005,trsk_006,trsk_007,trsk_008,trsk_009,zeta_px,zeta_px_4m
2026-04-08 14:11:00+00:00,0.33254509016370004,0.3800763927867875,0.0,-0.6860916004081233,-0.025354201722474833,0.0,-0.9998186918885462,2.465e-05,1.0,0.0,,,,,,,,0.0,0.0,0.0,1e-06,0.0,1e-06,,,,2229.64,2231.69
2026-04-08 14:14:00+00:00,-0.913036617064134,0.4921916945722614,0.0,-0.1561042141963748,0.05163979336111585,0.0,0.00021241732455242287,2.641e-05,1.0,0.0,,,,,,,,0.0,0.0,0.0,1e-06,5979.794152499999,9708.64538556869,,,,2231.43,2229.01
2026-04-08 14:15:00+00:00,0.5824911183289062,0.5012561572824238,0.0,-0.07430405865980645,0.043321746073752894,20.0,-1.7932690268614803e-05,2.834e-05,1.3,0.0,,,,,,,,0.0,0.0,0.0,1e-06,4783.835321999999,9007.080896587053,,,,2232.35,2226.13
2026-04-08 14:16:00+00:00,0.6716422939268296,0.532745034040714,0.0,0.12084260973082056,0.01779200682384947,0.2446239423523222,-0.0004510216839609771,2.839e-05,1.0,0.0,,,,,,,,0.0,0.0,0.0,1e-06,3986.529434999999,8413.36666385255,,,,2233.0,2226.59
2026-04-08 14:17:00+00:00,0.5629681173241641,0.527827178703263,0.0,0.09756592708939169,0.01712827517468511,0.23994928395671225,8.620328536936238e-05,2.893e-05,1.0,0.0,,,,,,,,1961.44455,0.0,280.2063642857143,686.3626161804237,3417.0252299999993,7913.194256537708,,,,2231.69,2228.3
2026-04-08 14:18:00+00:00,-0.39270719911406543,0.5266806324036113,0.0,0.1949729007045267,-0.06438287736170346,0.1308293031651585,-5.127872281317848e-05,2.969e-05,1.0,0.0,,,,,,,,0.0,0.0,245.18056875,648.6868122178745,2989.8970762499994,7487.882353723083,,,,2229.01,2229.3
2026-04-08 14:19:00+00:00,0.9831330424519213,0.37977087336017096,0.11796272163628733,-0.07918922192594344,-0.34643110118200754,0.35504391676697206,-0.0005446428138760497,2.968e-05,1.0,-1.0,,,,,,,,540.62831,0.0,278.0080955555556,618.5958286207599,2657.6862899999996,7121.90100731562,,,,2226.13,2226.76
2026-04-08 14:20:00+00:00,0.8181664432839731,0.4217471379470462,0.0,0.0028113921521591904,-0.24530431884031897,0.3575538601735668,-2.5115808748457255e-05,2.87e-05,1.0,0.0,,,,,,,,0.0,0.0,250.207286,592.7484158121613,2391.9176609999995,6803.309726922254,,,,2226.59,2227.93
2026-04-08 14:21:00+00:00,0.9074890366131705,0.545953828286367,0.0,0.28517368668596693,-0.00013392495433253463,0.3042048879994488,-0.00010533019554346599,2.898e-05,1.0,0.0,,,,,,,,0.0,0.0,227.46116909090912,569.7223635601193,2174.4706009090905,6523.045768277202,,,,2228.3,2227.91
2026-04-08 14:22:00+00:00,-0.12736429894016366,0.5409956917770374,0.0,0.0284095657387219,0.10546385933819705,0.4471799726844799,0.0001589945701236424,2.898e-05,1.0,0.0,,,,,,,,0.0,0.0,208.50607166666668,549.0784948752516,1993.2647174999995,6274.191067251465,,,,2229.3,2228.81
2026-04-08 14:23:00+00:00,0.008913481350732052,0.49246880407074556,0.0,-0.09594444069345029,0.023706602692570668,0.3236883453450336,0.00010540475583139431,2.936e-05,1.0,0.0,,,,,,,,0.0,0.0,192.4671430769231,530.4553117519015,1839.936662307692,6051.402656337718,,,,2226.76,2227.45
2026-04-08 14:24:00+00:00,0.2868988977364361,0.4822152907594677,0.0,-0.0021422273539645756,-0.05713904281723752,0.20752808296037387,0.00023240366898454547,2.942e-05,1.0,0.0,,,,,,,,438.13982,0.0,210.01519142857143,515.060390339852,1708.5126149999996,5850.498870203515,,,,2227.93,2227.35
2026-04-08 14:25:00+00:00,0.9653452559710478,0.5258504164549103,0.0,0.16336704473890082,-0.018115584232681694,0.5277628367574312,0.0005401251133051405,2.942e-05,1.0,0.0,,,,,,,,216.00251,4828.010989999999,210.414346,497.59785224502406,1916.479173333333,5705.431547813235,,,,2227.91,2225.69
2026-04-08 14:26:00+00:00,0.9574852572946181,0.5816295604180177,0.0,0.2523745400643916,0.11465004328739972,0.6356423408297877,8.49308896783733e-05,2.911e-05,1.0,0.0,,,,,,,,0.0,518.7768300000001,197.263449375,484.48177201574987,1829.1227768749995,5534.611045548995,,,,2228.81,2220.2
2026-04-08 14:27:00+00:00,0.14268567703879353,0.5859112578919712,0.0,0.2692990670144701,0.13362777648335009,0.9549187396512849,7.791510807997108e-05,2.973e-05,1.0,0.0,,,,,,,,0.0,0.0,185.65971705882353,472.3025747149445,1721.5273194117642,5386.582435280288,,,,2227.45,2215.17
2026-04-08 14:28:00+00:00,-0.2541578088134803,0.6136804699921401,0.0,0.2390827499621106,0.2228112858604021,0.8647477121677358,7.170768480148447e-06,3.008e-05,1.0,0.0,,,,,,,,0.0,0.0,175.34528833333331,460.9615453084099,1625.8869127777773,5249.6486887201245,,,,2227.35,2208.09
2026-04-08 14:29:00+00:00,-0.2983703552422345,0.5043768372970395,0.0,-0.29408083291945314,0.18111230171470094,0.8460079504680992,0.0003336625320192855,3.008e-05,1.0,0.0,,,,,,,,0.0,0.0,166.11658894736843,450.37221999151143,1540.3139173684206,5122.514702324814,,,,2225.69,2209.0
2026-04-08 14:30:00+00:00,-0.12257273205927612,0.363083407197673,0.0,-0.28912835917743285,-0.2629328158821564,0.5072616995153767,-0.002333823179960048,3.04e-05,1.0,0.0,,,,,,,,101543.23946000001,0.0,5234.9727325,22098.991897814012,1463.2982214999997,5004.0829292513135,,,,2220.2,2205.65
2026-04-08 14:31:00+00:00,0.0361875736654367,0.387383972644456,0.0,-0.35900783222770405,-0.14029175702355248,0.7624124990733214,-0.001547292437413715,2.949e-05,1.0,0.0,,,,,,,,9353.891930000002,0.0,5431.111741904762,21584.23859764329,1393.6173538095234,4893.41733282546,,,,2215.17,2204.44
2026-04-08 14:32:00+00:00,0.32662765343541605,0.4923277871000136,0.0,-0.09335891031107786,0.02907361696551506,0.656923138358423,-0.002048456570690708,2.949e-05,1.0,0.0,,,,,,,,77087.63617000001,0.0,8688.226488636365,25835.784242693353,1330.2711104545451,4789.714766451291,,,,2208.09,2207.59
2026-04-08 14:33:00+00:00,-0.349156345725681,0.6506116455723545,0.0,0.06515026398175361,0.424232029074618,0.7076557490243535,0.0001088066934994796,2.853e-05,1.0,0.0,,,,,,,,4331.987660000001,0.0,8498.824800434784,25283.507411251037,1272.4332360869562,4692.282132934058,,,,2209.0,2211.66
2026-04-08 14:34:00+00:00,0.41735315237766357,0.5524668318404421,0.0,-0.08209644763200673,0.2227165439231897,1.109238831736749,-0.0010570671956082215,2.765e-05,1.0,0.0,,,,,,,,6969.911190000001,0.0,8435.120066666668,24753.048936072882,1219.415184583333,4600.51804854914,,,,2205.65,2211.05
2026-04-08 14:35:00+00:00,0.23336177691197843,0.5485799578672443,0.0,-0.1424644680508594,0.23402143449781393,0.7694852460405529,-1.5493377438112305e-05,2.765e-05,1.0,0.0,,,,,,,,62227.41356,0.0,10586.811806400001,26444.650699145135,1170.6385771999996,4513.898031733548,,,,2204.44,2209.56
2026-04-08 14:36:00+00:00,-0.6342117779321743,0.46768937559905027,0.0,-0.2499430083723919,0.03980808231065276,1.5762269077667093,-0.0007046643497622236,2.748e-05,1.0,0.0,,,,,,,,2621.26365,0.0,10280.444569615385,25976.319348648514,1125.6140165384613,4431.962463469915,,,,2207.59,2210.15
2026-04-08 14:37:00+00:00,0.15265642553145084,0.6303531135585342,0.0,0.20468236818862154,0.2899542643970282,0.7059391471633187,-0.0006416028712713334,2.872e-05,1.0,0.0,,,,,,,,0.0,2061.73891,9899.687363333334,25564.567150287607,1160.2853088888887,4352.706464899695,,,,2211.66,2210.21
2026-04-08 14:38:00+00:00,0.34628110630590214,0.6515447114037003,0.0,0.3562074021653325,0.28081030937934875,0.7102637174903652,5.672049935628958e-05,3.029e-05,1.0,0.0,,,,,,,,0.0,7852.102320000001,9546.127100357144,25171.040049284744,1399.2787735714282,4451.021394701562,,,,2211.05,2211.0
