timestamp,close,final_long,final_short,signal,size,tradable,entry_eff,exit_eff,vpin,tox_proxy,collapse_proxy,equity,drawdown
2026-04-06 09:05:00,2143.26,0.0,0.6792261419512307,0,0.0,1,0.7875000000000001,0.5,0.20215301999995977,0.17055210008394728,0.24922061136762624,1.0,0.0
2026-04-06 09:10:00,2147.61,0.0,0.8310438423239007,-1,1.0,1,0.7875000000000001,0.5,0.21713226370695446,0.042907638486858427,0.19998975605440653,0.9998,-0.00019999999999997797
2026-04-06 09:15:00,2158.31,0.0,0.811085277130078,-1,1.0,1,0.7875000000000001,0.5,0.21790940453594446,0.12912590908950858,0.23692478969987962,0.9997903819239999,-0.0002096180760000621
2026-04-06 09:20:00,2164.77,0.0,0.7651206352981955,-1,0.9221587314719841,1,0.7875000000000001,0.5,0.21113939656308156,0.23450595547953043,0.284523793025851,0.9908913439288627,-0.009108656071137311
2026-04-06 09:25:00,2157.68,0.0,0.7735254718538604,-1,0.9513929455786447,1,0.7875000000000001,0.5,0.21061918699882473,0.2462996487103529,0.30052119472237293,0.9908913439288627,-0.009108656071137311
2026-04-06 09:30:00,2158.94,0.0,0.7748740929307485,-1,0.9560838014982553,1,0.7875000000000001,0.5,0.206751498248883,0.23583205956362036,0.2975997480244929,0.9908913439288627,-0.009108656071137311
2026-04-06 09:35:00,2154.41,0.0,0.763077506227902,-1,0.9150521955753111,1,0.7875000000000001,0.5,0.20067437775528313,0.2423533046744462,0.30784033016662654,0.9908913439288627,-0.009108656071137311
2026-04-06 09:40:00,2150.84,0.0,0.7557786614665408,-1,0.8896649094488374,1,0.7875000000000001,0.5,0.19042845155446317,0.24686307131178648,0.32382696992802584,0.9908913439288627,-0.009108656071137311
2026-04-06 09:45:00,2151.22,0.0,0.7596040739177756,-1,0.9029706918879149,1,0.7875000000000001,0.5,0.1903190626703596,0.21445461357451612,0.2938199852044067,0.9908913439288627,-0.009108656071137311
2026-04-06 09:50:00,2149.6,0.0,0.783046222542904,-1,0.984508600149231,1,0.7875000000000001,0.5,0.19043562374796189,0.20494393927315518,0.30374421819341607,0.9908913439288627,-0.009108656071137311
2026-04-06 09:55:00,2149.9,0.0,0.7959845139521757,-1,1.0,1,0.7875000000000001,0.5,0.19028177685825318,0.1770940091481931,0.3029376781644293,0.9908913439288627,-0.009108656071137311
2026-04-06 10:00:00,2153.08,0.0,0.6922528057982043,-1,0.6687054114720146,1,0.7875000000000001,0.5,0.19046621335411404,0.24708559902256616,0.30849494013890694,0.9908913439288627,-0.009108656071137311
2026-04-06 10:05:00,2153.51,0.0,0.8031658962672787,-1,1.0,1,0.7875000000000001,0.5,0.18947587260219778,0.13379475209343922,0.3113189961637339,0.9908913439288627,-0.009108656071137311
2026-04-06 10:10:00,2154.0,0.0,0.823096772999103,-1,1.0,1,0.7875000000000001,0.5,0.18837770347683996,0.11445321778410851,0.3111818543573378,0.9908913439288627,-0.009108656071137311
2026-04-06 10:15:00,2154.22,0.0,0.8590090435596456,-1,1.0,1,0.7875000000000001,0.5,0.1905436705626925,0.08658324935263241,0.3047838329285864,0.9908913439288627,-0.009108656071137311
2026-04-06 10:20:00,2154.68,0.0,0.8272885198465223,-1,1.0,1,0.7875000000000001,0.5,0.19127725818481037,0.06571657887329148,0.276772951369638,0.9908913439288627,-0.009108656071137311
2026-04-06 10:25:00,2153.38,0.0,0.8698128267121874,-1,1.0,1,0.7875000000000001,0.5,0.1917406184748767,0.05461368290589241,0.24131498255897432,0.9908913439288627,-0.009108656071137311
2026-04-06 10:30:00,2153.79,0.0,0.8681486891541325,-1,1.0,1,0.7875000000000001,0.5,0.19210813347934313,0.027764520550721372,0.1898646439200472,0.9908913439288627,-0.009108656071137311
2026-04-06 10:35:00,2154.51,0.0,0.8552729767173931,-1,1.0,1,0.7875000000000001,0.5,0.190557130069663,0.023782275005812092,0.2117557774847349,0.9908913439288627,-0.009108656071137311
2026-04-06 10:40:00,2154.3,0.0,0.8587293630110286,-1,1.0,1,0.7875000000000001,0.5,0.19015105410478197,0.0025278144897951833,0.4071128569033353,0.9908913439288627,-0.009108656071137311
2026-04-06 10:45:00,2152.49,0.0,0.8308330392677552,-1,1.0,1,0.7875000000000001,0.5,0.19205306952297233,0.020058783300922776,0.3341111000270284,0.9908913439288627,-0.009108656071137311
2026-04-06 10:50:00,2150.06,0.0,0.7498239845234954,-1,0.8689529896469403,1,0.7875000000000001,0.5,0.19216470011926115,0.0855880899939679,0.34559702104095325,0.9908913439288627,-0.009108656071137311
2026-04-06 10:55:00,2152.28,0.0,0.7630356767466673,-1,0.9149067017275381,1,0.7875000000000001,0.5,0.1910852998667401,0.05968753114988379,0.34964053115476906,0.9908913439288627,-0.009108656071137311
2026-04-06 11:00:00,2149.25,0.0,0.7033273482157388,-1,0.7072255590112653,1,0.7875000000000001,0.5,0.1913418733987946,0.11130163645267882,0.3511930002515521,0.9908913439288627,-0.009108656071137311
2026-04-06 11:05:00,2150.31,0.0,0.8100979879438295,-1,1.0,1,0.7875000000000001,0.5,0.18893527578541822,0.008180953604020448,0.34785791441453917,0.9908913439288627,-0.009108656071137311
2026-04-06 11:10:00,2148.06,0.0,0.84244769922483,-1,1.0,1,0.7875000000000001,0.5,0.1862043315295282,0.0012048079442612417,0.3366985996185671,0.9908913439288627,-0.009108656071137311
2026-04-06 11:15:00,2148.69,0.0,0.5451949458275152,-1,0.1571998115739657,1,0.7875000000000001,0.5,0.1859266836588873,0.02230358684625262,0.3502819979704705,0.9908913439288627,-0.009108656071137311
